function,container_name,schedule_time(ms),cold_start(ms),exec_time(ms),queue_time(ms),used_memory(MB),input_n
azure_func_00000409_cpu_native,charming_pascal,444.2002773284912,440.748929977417,1.7020702362060547,0,None,20
azure_func_00000409_cpu_native,practical_meninsky,487.28370666503906,483.6535453796387,11.336565017700195,0,None,24
azure_func_00000410_cpu_native,elated_curie,933.2056045532227,471.36759757995605,18.154621124267578,0,None,25
azure_func_00000410_cpu_native,keen_galileo,932.9755306243896,449.7959613800049,149.5225429534912,0,None,29
azure_func_00000410_cpu_native,keen_galileo,2.615213394165039,0,4.824161529541016,0,None,22
azure_func_00000409_cpu_native,practical_meninsky,8.682727813720703,0,888.5207176208496,0,None,33
azure_func_00000409_cpu_native,charming_pascal,3.818035125732422,0,31.863927841186523,0,None,26
azure_func_00000409_cpu_native,elegant_cerf,1527.4875164031982,596.7414379119873,18.064022064208984,0,None,25
azure_func_00000409_cpu_native,elegant_cerf,4.276514053344727,0,34.90138053894043,0,None,26
azure_func_00000409_cpu_native,charming_pascal,4.20379638671875,0,12.77613639831543,0,None,24
azure_func_00000410_cpu_native,busy_knuth,1147.8221416473389,596.336841583252,565.6294822692871,0,None,32
azure_func_00000410_cpu_native,kind_lalande,1149.4140625,526.1456966400146,11.849403381347656,0,None,24
azure_func_00000409_cpu_native,practical_meninsky,3.57818603515625,0,206.60114288330078,0,None,30
azure_func_00000409_cpu_native,upbeat_hypatia,1527.4982452392578,523.1513977050781,571.8491077423096,0,None,32
azure_func_00000409_cpu_native,wonderful_keller,1527.811050415039,380.6447982788086,29.2971134185791,0,None,26
azure_func_00000409_cpu_native,serene_mahavira,485.4774475097656,476.76706314086914,1514.573574066162,0,None,34
azure_func_00000410_cpu_native,happy_ellis,1922.372817993164,1902.4670124053955,36.35573387145996,0,None,26
azure_func_00000409_cpu_native,brave_panini,2226.8919944763184,2222.02467918396,563.9824867248535,0,None,32
azure_func_00000411_cpu_native,nostalgic_wing,2954.010009765625,2950.2902030944824,19.720792770385742,0,None,25
azure_func_00000409_cpu_native,sad_stonebraker,2904.221534729004,2893.601655960083,32.3789119720459,0,None,26
azure_func_00000413_cpu_native,exciting_euclid,4296.982526779175,4292.778491973877,11.17563247680664,0,None,24
azure_func_00000409_cpu_native,reverent_yalow,5860.335350036621,5855.168104171753,29.251575469970703,0,None,26
azure_func_00000409_cpu_native,practical_meninsky,6200.841903686523,0,12.672662734985352,0,None,24
azure_func_00000409_cpu_native,thirsty_lehmann,6201.235055923462,6195.532560348511,21.52228355407715,0,None,25
azure_func_00000409_cpu_native,cranky_dirac,6840.797185897827,6834.651231765747,4.354953765869141,0,None,22
azure_func_00000414_cpu_native,peaceful_galileo,6834.325313568115,6830.787897109985,21.47388458251953,0,None,25
azure_func_00000410_cpu_native,objective_solomon,5981.8480014801025,5975.5988121032715,1462.2204303741455,0,None,34
azure_func_00000413_cpu_native,musing_carver,5415.882110595703,5405.964136123657,2332.0789337158203,0,None,35
azure_func_00000410_cpu_native,great_goldwasser,7641.06822013855,7635.624408721924,12.576818466186523,0,None,24
azure_func_00000409_cpu_native,priceless_burnell,8229.922771453857,8227.223873138428,341.85242652893066,0,None,31
azure_func_00000409_cpu_native,busy_margulis,9368.59679222107,880.7919025421143,7.491588592529297,0,None,23
azure_func_00000409_cpu_native,sweet_swirles,9368.198871612549,8470.675230026245,2.0630359649658203,0,None,20
azure_func_00000410_cpu_native,lucid_mahavira,9364.656448364258,863.6074066162109,12.389183044433594,0,None,24
azure_func_00000410_cpu_native,stoic_cerf,9364.450931549072,8490.647554397583,128.70502471923828,0,None,29
azure_func_00000412_cpu_native,focused_shockley,9186.176538467407,9178.91001701355,50.80771446228027,0,None,27
azure_func_00000410_cpu_native,charming_edison,9238.137483596802,9231.923341751099,552.8233051300049,0,None,32
azure_func_00000409_cpu_native,mystifying_varahamihira,11130.048513412476,11124.87268447876,2.918243408203125,0,None,21
azure_func_00000409_cpu_native,flamboyant_cohen,11252.770900726318,11247.134685516357,18.015623092651367,0,None,25
azure_func_00000410_cpu_native,epic_chebyshev,11474.717617034912,11466.824054718018,2360.5990409851074,0,None,35
azure_func_00000410_cpu_native,nice_ritchie,13517.59958267212,13511.378526687622,211.41672134399414,0,None,30
azure_func_00000410_cpu_native,pedantic_sinoussi,14438.645839691162,520.8475589752197,2354.1195392608643,0,None,35
azure_func_00000410_cpu_native,tender_moore,14438.234567642212,423.5408306121826,900.6986618041992,0,None,33
azure_func_00000410_cpu_native,crazy_zhukovsky,14437.814712524414,1412.8656387329102,2.8274059295654297,0,None,21
azure_func_00000410_cpu_native,lucid_goodall,14437.429666519165,12045.74728012085,30.053138732910156,0,None,26
azure_func_00000411_cpu_native,youthful_maxwell,14506.994485855103,14494.912147521973,18.154144287109375,0,None,25
azure_func_00000413_cpu_native,keen_kalam,15971.662998199463,15961.003065109253,1.65557861328125,0,None,20
azure_func_00000413_cpu_native,modest_edison,16053.235292434692,16020.984649658203,13.866901397705078,0,None,24
azure_func_00000413_cpu_native,goofy_wing,15773.943424224854,15746.492862701416,554.781436920166,0,None,32
azure_func_00000411_cpu_native,sad_buck,17447.587966918945,17416.3920879364,30.326128005981445,0,None,26
azure_func_00000411_cpu_native,upbeat_bartik,17602.076768875122,17574.49197769165,35.84933280944824,0,None,26
azure_func_00000413_cpu_native,blissful_wescoff,17635.809421539307,17620.43046951294,137.15028762817383,0,None,29
azure_func_00000414_cpu_native,modest_clarke,18134.331941604614,18092.403411865234,904.4969081878662,0,None,33
azure_func_00000409_cpu_native,charming_pascal,20819.273710250854,0,1.8482208251953125,0,None,20
azure_func_00000409_cpu_native,nostalgic_agnesi,21049.044370651245,3095.6735610961914,2.6540756225585938,0,None,21
azure_func_00000409_cpu_native,laughing_hopper,21049.18074607849,17945.50848007202,2.6705265045166016,0,None,21
azure_func_00000413_cpu_native,inspiring_turing,17842.73600578308,17774.7905254364,2330.9969902038574,0,None,35
azure_func_00000409_cpu_native,elegant_cerf,20818.395137786865,0,890.5737400054932,0,None,33
azure_func_00000409_cpu_native,vibrant_payne,20818.026781082153,2640.1193141937256,21.592140197753906,0,None,25
azure_func_00000409_cpu_native,mystifying_benz,20818.251609802246,18164.926290512085,21.897077560424805,0,None,25
azure_func_00000410_cpu_native,happy_sanderson,22615.78369140625,4992.306470870972,18.07713508605957,0,None,25
azure_func_00000410_cpu_native,trusting_elgamal,22615.623712539673,17614.97187614441,559.3187808990479,0,None,32
azure_func_00000409_cpu_native,brave_lamport,23617.804288864136,5170.553684234619,21.66748046875,0,None,25
azure_func_00000410_cpu_native,keen_galileo,24208.34231376648,0,20.28036117553711,0,None,25
azure_func_00000410_cpu_native,upbeat_fermi,22372.262239456177,4605.815887451172,2371.0389137268066,0,None,35
azure_func_00000410_cpu_native,gallant_banzai,22372.172355651855,17755.671739578247,4.580497741699219,0,None,22
azure_func_00000410_cpu_native,suspicious_payne,24719.411611557007,744.2705631256104,884.3927383422852,0,None,33
azure_func_00000410_cpu_native,blissful_joliot,24719.99740600586,7587.440967559814,7.740974426269531,0,None,22
azure_func_00000410_cpu_native,priceless_faraday,24721.301794052124,16371.55556678772,2.773284912109375,0,None,21
azure_func_00000409_cpu_native,wonderful_keller,24252.294778823853,0,881.610631942749,0,None,33
azure_func_00000409_cpu_native,upbeat_hypatia,24252.138376235962,0,20.669937133789062,0,None,25
azure_func_00000409_cpu_native,zealous_kapitsa,24251.904010772705,7800.23193359375,33.77795219421387,0,None,26
azure_func_00000409_cpu_native,practical_leavitt,24252.274990081787,16435.717344284058,2.9993057250976562,0,None,21
azure_func_00000410_cpu_native,jolly_leakey,26002.175092697144,1119.0516948699951,3.4804344177246094,0,None,21
azure_func_00000410_cpu_native,gallant_hugle,26002.38609313965,9187.131643295288,35.4304313659668,0,None,26
azure_func_00000409_cpu_native,focused_gagarin,23616.992235183716,18434.29684638977,2385.676145553589,0,None,35
azure_func_00000410_cpu_native,elated_curie,24208.55951309204,0,2326.1168003082275,0,None,35
azure_func_00000410_cpu_native,nostalgic_hawking,24208.864212036133,627.4003982543945,1484.0340614318848,0,None,34
azure_func_00000410_cpu_native,lucid_goldstine,24207.54384994507,6407.620191574097,8.13603401184082,0,None,23
azure_func_00000410_cpu_native,peaceful_kapitsa,24208.136081695557,17140.13981819153,1436.9888305664062,0,None,34
azure_func_00000409_cpu_native,inspiring_swanson,24063.793182373047,7752.774477005005,2377.166271209717,0,None,35
azure_func_00000409_cpu_native,wonderful_babbage,24062.438249588013,16299.152612686157,2.6733875274658203,0,None,21
azure_func_00000409_cpu_native,confident_margulis,26932.321310043335,11541.590213775635,2.6416778564453125,0,None,21
azure_func_00000409_cpu_native,agitated_franklin,26932.37066268921,15383.736610412598,12.715339660644531,0,None,24
azure_func_00000410_cpu_native,quirky_merkle,26002.668857574463,15683.03370475769,2345.2401161193848,0,None,35
azure_func_00000410_cpu_native,festive_brahmagupta,27315.706491470337,10283.576965332031,1.64031982421875,0,None,20
azure_func_00000410_cpu_native,heuristic_ganguly,27316.039323806763,17021.92783355713,4.266977310180664,0,None,22
azure_func_00000410_cpu_native,adoring_keldysh,27936.27429008484,12558.004140853882,35.31336784362793,0,None,26
azure_func_00000410_cpu_native,vibrant_noether,27936.22088432312,15263.070344924927,8.188009262084961,0,None,23
azure_func_00000410_cpu_native,objective_burnell,29220.31021118164,1307.626485824585,213.46545219421387,0,None,30
azure_func_00000410_cpu_native,wonderful_herschel,29219.71893310547,12473.85573387146,4.956722259521484,0,None,22
