Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
blissful_chatterjee,1,2,0.5,1,1.54931640625
hardcore_mahavira,1,2,0.5,1,1.53076171875
vibrant_einstein,2,3,0.6666666666666666,2,3.36279296875
eloquent_nobel,2,3,0.6666666666666666,1,1.58544921875
hardcore_rhodes,9,19,0.47368421052631576,4,7.81201171875
sweet_lewin,1003,23507,0.04266814140468796,32,21.34912109375
heuristic_mclaren,9,26,0.34615384615384615,4,7.88916015625
optimistic_pike,2,3,0.6666666666666666,1,2.865234375
zealous_lumiere,272,2479,0.10972166196046793,24,17.513671875
charming_raman,36,159,0.22641509433962265,10,15.5048828125
thirsty_kowalevski,113,356,0.31741573033707865,14,13.34423828125
nostalgic_wilbur,421,3883,0.10842132371877414,22,18.11474609375
peaceful_noether,1,2,0.5,1,1.53955078125
funny_wright,2,3,0.6666666666666666,1,1.58154296875
brave_diffie,2,3,0.6666666666666666,1,1.56884765625
sweet_brattain,2,3,0.6666666666666666,1,2.8505859375
elegant_ptolemy,2,3,0.6666666666666666,1,1.58837890625
keen_merkle,387,2813,0.1375755421258443,26,17.607421875
elated_shannon,4,5,0.8,1,1.5927734375
elegant_wozniak,546,6322,0.08636507434356216,28,18.38232421875
naughty_swartz,84,85,0.9882352941176471,14,10.16015625
interesting_euclid,6,12,0.5,3,7.76123046875
gallant_germain,5,6,0.8333333333333334,1,1.6435546875
angry_lewin,2,3,0.6666666666666666,1,1.57958984375
wonderful_lumiere,3,4,0.75,1,4.1162109375
condescending_jang,618,11855,0.05212990299451708,28,21.80712890625
exciting_wu,285,777,0.3667953667953668,19,12.50439453125
hungry_moore,779,15604,0.0499230966418867,25,19.68994140625
relaxed_saha,6,10,0.6,3,6.44677734375
trusting_mcnulty,7,9,0.7777777777777778,3,4.724609375
hardcore_williamson,4,5,0.8,2,2.8896484375
jovial_cray,6,7,0.8571428571428571,3,4.67578125
cranky_hawking,36,105,0.34285714285714286,12,13.68310546875
laughing_carver,11,15,0.7333333333333333,5,7.7451171875
focused_raman,1,2,0.5,1,1.54736328125
silly_franklin,16,21,0.7619047619047619,5,7.89501953125
elastic_noyce,14,24,0.5833333333333334,4,7.775390625
exciting_dijkstra,2,3,0.6666666666666666,1,5.3994140625
epic_kilby,12,17,0.7058823529411765,3,5.27001953125
charming_kilby,4,6,0.6666666666666666,2,4.66650390625
cranky_jones,11,24,0.4583333333333333,5,10.20703125
condescending_solomon,12,16,0.75,4,6.623046875
inspiring_perlman,9,14,0.6428571428571429,5,7.84521484375
compassionate_cannon,17,66,0.25757575757575757,7,13.90576171875
pensive_cerf,916,14489,0.06322037407688591,25,21.15576171875
funny_merkle,6,12,0.5,3,5.8994140625
mystifying_diffie,691,12377,0.05582936091136786,28,22.75537109375
charming_einstein,14,16,0.875,2,3.08544921875
eager_elgamal,4,19,0.21052631578947367,3,11.55810546875
gracious_hellman,13,15,0.8666666666666667,5,8.82861328125
hardcore_mendel,680,4494,0.15131286159323543,32,17.00341796875
condescending_kepler,6,7,0.8571428571428571,4,9.5625
festive_solomon,3,4,0.75,3,4.61767578125
clever_neumann,20,81,0.24691358024691357,7,13.6396484375
inspiring_euler,8,32,0.25,4,8.10107421875
sweet_dijkstra,3,4,0.75,1,2.87255859375
sweet_germain,3,82,0.036585365853658534,3,14.0322265625
quirky_austin,20,57,0.3508771929824561,7,13.47607421875
sweet_dirac,17,24,0.7083333333333334,5,8.39794921875
serene_grothendieck,17,46,0.3695652173913043,8,11.69384765625
wonderful_ritchie,78,79,0.9873417721518988,16,11.6875
nervous_sanderson,15,178,0.08426966292134831,8,15.64453125
friendly_knuth,8,14,0.5714285714285714,3,6.50048828125
quizzical_benz,13,59,0.22033898305084745,7,13.80615234375
condescending_brattain,11,31,0.3548387096774194,7,9.71142578125
gallant_yonath,11,12,0.9166666666666666,4,6.478515625
clever_hellman,13,49,0.2653061224489796,5,13.88916015625
amazing_bassi,862,13735,0.06275937386239534,29,21.38916015625
musing_khorana,696,3234,0.21521335807050093,29,17.263671875
trusting_kilby,709,22601,0.03137029334985177,33,26.0078125
