Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
modest_blackburn,1,2,0.5,1,1.54736328125
wonderful_hugle,1,2,0.5,1,1.54052734375
dreamy_kepler,68,2509,0.027102431247508968,19,18.46142578125
bold_rubin,241,2765,0.08716094032549729,19,20.8388671875
upbeat_torvalds,95,1708,0.05562060889929742,16,18.6015625
competent_lehmann,170,7551,0.022513574361011788,23,25.2236328125
epic_franklin,4,7,0.5714285714285714,2,3.42431640625
youthful_napier,40,77,0.5194805194805194,6,12.80712890625
funny_dijkstra,3,5,0.6,2,3.37841796875
epic_galois,2,3,0.6666666666666666,2,3.37060546875
xenodochial_mestorf,66,18646,0.0035396331652901426,31,28.9013671875
charming_swirles,2,3,0.6666666666666666,1,1.56884765625
dazzling_hodgkin,72,1651,0.043609933373712904,23,21.22265625
romantic_fermi,151,1419,0.10641296687808316,19,17.849609375
flamboyant_wilbur,2,6,0.3333333333333333,2,4.66015625
peaceful_mahavira,36,2134,0.016869728209934397,18,22.251953125
lucid_heyrovsky,3,15,0.2,2,5.92626953125
festive_cerf,5,6,0.8333333333333334,2,4.10107421875
relaxed_chaum,9,21,0.42857142857142855,4,8.9453125
trusting_roentgen,4,5,0.8,2,3.380859375
great_saha,3,4,0.75,1,1.60888671875
charming_euclid,17,33,0.5151515151515151,6,12.0146484375
boring_swanson,76,1408,0.05397727272727273,20,19.44775390625
modest_mayer,6,9,0.6666666666666666,3,5.150390625
condescending_curie,1,2,0.5,1,1.54345703125
sweet_bassi,99,581,0.1703958691910499,15,18.37646484375
thirsty_merkle,24,37,0.6486486486486487,9,14.9814453125
distracted_bassi,5,9,0.5555555555555556,3,5.8759765625
quirky_villani,22,50,0.44,6,10.43896484375
compassionate_hopper,3,5,0.6,2,3.36767578125
heuristic_mendel,15,44,0.3409090909090909,7,11.39404296875
adoring_lovelace,35,85,0.4117647058823529,14,14.6708984375
musing_cartwright,238,1636,0.14547677261613692,19,17.5341796875
peaceful_allen,3,4,0.75,2,3.37255859375
tender_nightingale,12,17,0.7058823529411765,3,7.79736328125
kind_sinoussi,62,2035,0.030466830466830467,23,17.9765625
happy_lichterman,1,2,0.5,1,1.552734375
inspiring_tharp,3,4,0.75,1,2.87744140625
amazing_driscoll,1,2,0.5,1,1.53125
youthful_goodall,4,6,0.6666666666666666,2,3.408203125
keen_chatterjee,7,13,0.5384615384615384,2,8.45556640625
ecstatic_gates,1,2,0.5,1,1.54541015625
nice_haibt,10,18,0.5555555555555556,4,6.07568359375
unruffled_sutherland,4,9,0.4444444444444444,3,5.1630859375
keen_pike,9,16,0.5625,3,6.5390625
agitated_jones,5,6,0.8333333333333334,2,3.42919921875
beautiful_pascal,10,12,0.8333333333333334,4,7.8642578125
bold_bhabha,1,2,0.5,1,1.5244140625
nervous_carver,13,2396,0.005425709515859766,29,22.15478515625
romantic_elion,16,115,0.1391304347826087,5,14.69189453125
loving_ride,2,3,0.6666666666666666,1,2.865234375
elated_davinci,1,2,0.5,1,1.5556640625
brave_yonath,9,14,0.6428571428571429,3,6.5390625
affectionate_mccarthy,19,53,0.3584905660377358,5,9.6572265625
beautiful_napier,8,10,0.8,3,5.216796875
infallible_torvalds,15,22,0.6818181818181818,5,8.9287109375
thirsty_haibt,4,11,0.36363636363636365,3,6.4736328125
eager_mclaren,2,6,0.3333333333333333,2,4.66357421875
fervent_nobel,10,48,0.20833333333333334,5,12.6796875
laughing_kepler,14,60,0.23333333333333334,6,12.94287109375
eloquent_zhukovsky,4,11,0.36363636363636365,4,6.98388671875
nervous_hofstadter,166,847,0.1959858323494687,16,19.59228515625
thirsty_antonelli,99,10040,0.009860557768924303,30,25.21630859375
nostalgic_mclaren,3,7,0.42857142857142855,2,4.650390625
eager_gagarin,6,21,0.2857142857142857,4,9.50537109375
cranky_austin,11,15,0.7333333333333333,5,9.708984375
dreamy_blackburn,8,59,0.13559322033898305,5,12.63623046875
dazzling_tu,127,12435,0.010213108162444712,32,23.232421875
jovial_wu,3,4,0.75,3,4.60693359375
mystifying_cerf,9,16,0.5625,2,3.4912109375
cranky_bouman,11,29,0.3793103448275862,4,8.34716796875
elated_rhodes,22,25,0.88,5,8.41748046875
inspiring_ritchie,10,31,0.3225806451612903,6,11.45556640625
dazzling_mahavira,7,97,0.07216494845360824,5,10.68896484375
objective_volhard,6,13,0.46153846153846156,3,6.45654296875
suspicious_neumann,10,64,0.15625,5,13.8515625
strange_payne,14,73,0.1917808219178082,9,15.43115234375
stupefied_wescoff,11,24,0.4583333333333333,5,11.90869140625
recursing_lichterman,11,80,0.1375,5,11.3935546875
interesting_brown,46,79,0.5822784810126582,16,14.5361328125
friendly_swirles,3,27,0.1111111111111111,3,8.986328125
fervent_ptolemy,29,39,0.7435897435897436,5,8.61181640625
intelligent_kilby,9,10,0.9,4,10.29638671875
crazy_yalow,16,142,0.11267605633802817,8,19.26904296875
youthful_austin,13,11954,0.0010875020913501756,33,28.74462890625
jolly_leakey,5,51,0.09803921568627451,5,12.64990234375
cool_brattain,31,13913,0.002228131962912384,32,28.67822265625
