Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
competent_proskuriakova,1,2,0.5,1,1.54345703125
boring_raman,1,2,0.5,1,1.53466796875
suspicious_bose,11,36,0.3055555555555556,6,10.27099609375
flamboyant_bassi,8,30,0.26666666666666666,4,9.64501953125
amazing_wozniak,581,1841,0.3155893536121673,24,36.787109375
infallible_hermann,3,18,0.16666666666666666,3,7.7275390625
sad_murdock,2,6,0.3333333333333333,2,4.65869140625
youthful_swirles,6,7,0.8571428571428571,2,3.404296875
cranky_booth,3,4,0.75,2,3.37646484375
inspiring_black,1062,2546,0.4171249018067557,28,43.97705078125
charming_fermat,5,27,0.18518518518518517,2,8.4482421875
pedantic_shirley,647,2385,0.2712788259958071,26,41.884765625
goofy_fermat,597,1303,0.45817344589409054,24,40.40234375
objective_cohen,19,28,0.6785714285714286,5,9.7021484375
trusting_pasteur,7,15,0.4666666666666667,3,5.19873046875
nostalgic_keller,3,4,0.75,2,3.3525390625
loving_zhukovsky,2,6,0.3333333333333333,2,4.65087890625
romantic_wilbur,5,7,0.7142857142857143,2,3.0
nifty_bell,1,2,0.5,1,1.5419921875
trusting_jang,5,6,0.8333333333333334,2,2.810546875
hopeful_stonebraker,4,18,0.2222222222222222,4,8.2412109375
boring_hellman,3,5,0.6,2,3.37451171875
festive_khorana,719,4141,0.17362955807775898,30,47.51953125
intelligent_ramanujan,9,23,0.391304347826087,4,7.83447265625
stupefied_mendeleev,2,3,0.6666666666666666,1,1.5751953125
amazing_jackson,7,8,0.875,2,2.9228515625
determined_swartz,2,3,0.6666666666666666,1,1.5751953125
thirsty_sutherland,3,4,0.75,1,1.6064453125
compassionate_jennings,2,6,0.3333333333333333,2,4.65771484375
keen_elion,2,3,0.6666666666666666,2,3.36962890625
keen_hellman,4,10,0.4,2,8.4189453125
agitated_benz,2,3,0.6666666666666666,2,3.36083984375
serene_lamarr,10,14,0.7142857142857143,2,3.51416015625
confident_raman,6,11,0.5454545454545454,2,3.47412109375
clever_albattani,2,3,0.6666666666666666,2,3.35791015625
reverent_faraday,43,82,0.524390243902439,8,13.2861328125
blissful_jepsen,11,49,0.22448979591836735,6,11.08740234375
elastic_kalam,16,20,0.8,5,8.29736328125
infallible_dhawan,524,989,0.5298281092012134,23,36.10107421875
zealous_dewdney,20,42,0.47619047619047616,6,10.3935546875
nifty_chatelet,5,7,0.7142857142857143,2,2.9970703125
angry_curran,17,29,0.5862068965517241,6,11.3359375
epic_banach,3,5,0.6,2,3.3876953125
bold_ganguly,2,3,0.6666666666666666,1,2.86572265625
romantic_dhawan,8,12,0.6666666666666666,4,6.5576171875
festive_faraday,7,11,0.6363636363636364,2,3.439453125
cranky_babbage,6,9,0.6666666666666666,2,3.49951171875
objective_sinoussi,5,9,0.5555555555555556,2,4.6376953125
wizardly_margulis,1,2,0.5,1,1.54541015625
crazy_raman,8,11,0.7272727272727273,2,3.5595703125
upbeat_poitras,4,10,0.4,2,4.6669921875
determined_carver,9,12,0.75,2,3.447265625
naughty_diffie,4,14,0.2857142857142857,3,7.6630859375
xenodochial_napier,25,125,0.2,10,16.49658203125
crazy_kapitsa,23,57,0.40350877192982454,9,16.5703125
kind_bardeen,859,5012,0.17138866719872306,30,49.75341796875
confident_tesla,535,2274,0.23526824978012312,27,46.92919921875
vibrant_bassi,270,2795,0.09660107334525939,35,52.046875
determined_rubin,1271,6166,0.20613039247486215,32,56.943359375
epic_antonelli,2,3,0.6666666666666666,2,3.3603515625
magical_faraday,6,24,0.25,4,9.5146484375
priceless_neumann,5,15,0.3333333333333333,2,7.20068359375
sweet_mayer,11,22,0.5,3,7.6923828125
great_booth,17,34,0.5,6,10.27880859375
bold_leavitt,87,88,0.9886363636363636,16,21.880859375
hungry_brahmagupta,38,43,0.8837209302325582,7,11.58056640625
jolly_nash,5,51,0.09803921568627451,5,12.6376953125
vigorous_ritchie,4,64,0.0625,4,13.2900390625
crazy_margulis,7,10,0.7,5,11.36572265625
modest_noyce,13,20,0.65,5,8.7275390625
vigorous_neumann,9,130,0.06923076923076923,5,14.2431640625
stupefied_mclean,78,79,0.9873417721518988,16,21.8642578125
objective_hofstadter,58,343,0.16909620991253643,14,25.43115234375
peaceful_williamson,5,29,0.1724137931034483,3,9.017578125
sweet_feistel,6,41,0.14634146341463414,4,12.056640625
keen_brown,8,39,0.20512820512820512,5,15.55029296875
condescending_bardeen,9,47,0.19148936170212766,6,11.89892578125
recursing_chatterjee,1098,3903,0.28132205995388165,31,54.77001953125
frosty_shaw,10,76,0.13157894736842105,10,17.83544921875
jovial_galois,21,41,0.5121951219512195,6,10.25537109375
busy_solomon,10,288,0.034722222222222224,10,26.57861328125
