Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
exciting_kapitsa,1,2,0.5,1,1.5400390625
modest_shamir,1,2,0.5,1,1.5419921875
nifty_tharp,2,11,0.18181818181818182,2,5.92529296875
sweet_einstein,7,41,0.17073170731707318,4,9.5849609375
brave_banach,4,6,0.6666666666666666,2,5.33984375
pensive_nobel,2,3,0.6666666666666666,1,1.58740234375
adoring_gagarin,716,3645,0.1964334705075446,23,24.75439453125
zen_cori,13,31,0.41935483870967744,4,8.19921875
inspiring_mendeleev,8,24,0.3333333333333333,4,9.49853515625
affectionate_pare,3,4,0.75,1,1.6025390625
ecstatic_raman,1,2,0.5,1,1.55615234375
eloquent_joliot,623,3954,0.15756196256954982,26,25.28759765625
friendly_jemison,5,9,0.5555555555555556,2,7.18212890625
pensive_jemison,4,7,0.5714285714285714,3,4.83740234375
silly_cohen,3,4,0.75,1,2.87353515625
awesome_khorana,3,11,0.2727272727272727,2,5.9150390625
wizardly_poincare,10,26,0.38461538461538464,3,7.73486328125
agitated_carson,744,4486,0.16584930896121267,27,24.5224609375
frosty_lumiere,501,2568,0.19509345794392524,21,24.5068359375
confident_greider,2,3,0.6666666666666666,1,2.86865234375
keen_gauss,1,2,0.5,1,1.5498046875
frosty_knuth,4,5,0.8,2,3.365234375
inspiring_joliot,3,4,0.75,2,3.36669921875
jovial_brahmagupta,6,15,0.4,3,5.189453125
distracted_heyrovsky,2,3,0.6666666666666666,1,2.8642578125
nervous_cartwright,8,16,0.5,3,5.921875
dreamy_hopper,1018,3111,0.3272259723561556,23,22.74755859375
sweet_shockley,9,15,0.6,2,4.73779296875
bold_kilby,2,3,0.6666666666666666,1,2.87255859375
elegant_gates,6,14,0.42857142857142855,4,6.990234375
confident_shockley,4,5,0.8,1,1.6064453125
exciting_kowalevski,8,12,0.6666666666666666,3,4.68798828125
recursing_keldysh,3,5,0.6,2,3.3916015625
romantic_golick,575,2922,0.1967830253251198,29,23.1337890625
happy_kirch,83,84,0.9880952380952381,14,17.8232421875
amazing_joliot,4,21,0.19047619047619047,3,7.72509765625
heuristic_swanson,5,6,0.8333333333333334,4,6.392578125
sharp_kirch,6,7,0.8571428571428571,2,4.66748046875
boring_elgamal,19,22,0.8636363636363636,4,8.3955078125
busy_euler,2,18,0.1111111111111111,2,7.2021484375
happy_curran,9,10,0.9,1,2.89501953125
eloquent_bassi,19,60,0.31666666666666665,7,13.0
reverent_cartwright,19,59,0.3220338983050847,7,14.466796875
condescending_leakey,9,16,0.5625,3,5.24853515625
peaceful_thompson,3,11,0.2727272727272727,3,6.4755859375
eloquent_goldwasser,2,3,0.6666666666666666,1,1.57373046875
beautiful_grothendieck,5,15,0.3333333333333333,4,7.79833984375
cranky_feistel,14,18,0.7777777777777778,3,6.03076171875
nice_robinson,12,21,0.5714285714285714,5,7.9375
recursing_curran,3,18,0.16666666666666666,3,7.75390625
cool_mcclintock,2,3,0.6666666666666666,1,1.568359375
clever_morse,11,20,0.55,3,5.9228515625
elated_cartwright,15,16,0.9375,4,8.416015625
compassionate_goldstine,14,15,0.9333333333333333,3,5.283203125
suspicious_carver,17,18,0.9444444444444444,8,16.00634765625
fervent_chandrasekhar,858,13889,0.06177550579595363,27,29.00732421875
confident_rosalind,1,2,0.5,1,1.5498046875
dazzling_goodall,6,9,0.6666666666666666,2,4.61328125
amazing_turing,2,3,0.6666666666666666,1,1.58154296875
elegant_zhukovsky,7,11,0.6363636363636364,3,5.9541015625
flamboyant_cohen,2,3,0.6666666666666666,2,2.79638671875
determined_meninsky,9,16,0.5625,2,3.5361328125
xenodochial_hellman,8,9,0.8888888888888888,4,6.52490234375
quizzical_buck,11,26,0.4230769230769231,5,8.40478515625
sweet_kapitsa,8,9,0.8888888888888888,3,5.126953125
agitated_rosalind,12,133,0.09022556390977443,5,15.1259765625
dazzling_chatterjee,10,46,0.21739130434782608,6,13.826171875
laughing_diffie,610,5579,0.10933859114536655,27,24.5244140625
goofy_aryabhata,10,66,0.15151515151515152,8,15.1591796875
flamboyant_snyder,4,9,0.4444444444444444,3,5.91748046875
stoic_mclaren,574,5360,0.10708955223880597,29,25.85107421875
gracious_elion,16,38,0.42105263157894735,6,11.2021484375
mystifying_antonelli,15,61,0.2459016393442623,6,13.720703125
eager_noether,4,5,0.8,3,4.6005859375
brave_jones,810,6093,0.1329394387001477,28,28.26220703125
sad_burnell,8,26,0.3076923076923077,4,9.060546875
infallible_maxwell,4,5,0.8,3,4.6044921875
sleepy_kare,18,23,0.782608695652174,4,5.990234375
zealous_neumann,13,87,0.14942528735632185,7,13.07275390625
mystifying_perlman,17,21,0.8095238095238095,4,6.62060546875
stoic_panini,14,126,0.1111111111111111,8,15.416015625
condescending_goldberg,36,188,0.19148936170212766,10,17.63134765625
modest_germain,2,3,0.6666666666666666,1,9.31640625
xenodochial_snyder,4,9,0.4444444444444444,3,5.876953125
sleepy_volhard,78,79,0.9873417721518988,16,18.130859375
awesome_mayer,3,27,0.1111111111111111,3,8.98876953125
dreamy_aryabhata,21,170,0.12352941176470589,7,13.986328125
angry_darwin,18,87,0.20689655172413793,8,15.5751953125
hardcore_pare,18,50,0.36,6,10.51904296875
eloquent_liskov,728,3338,0.21809466746554823,29,25.1220703125
happy_cori,1128,10826,0.104193607980787,34,29.41015625
pedantic_noether,7,20,0.35,6,14.5908203125
thirsty_satoshi,10,26,0.38461538461538464,5,9.54296875
gallant_kepler,21,187,0.11229946524064172,10,18.2802734375
