Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
nifty_banzai,1,2,0.5,1,1.56103515625
pedantic_boyd,1,2,0.5,1,1.5322265625
nice_meninsky,2,3,0.6666666666666666,1,1.57470703125
youthful_kare,3,4,0.75,2,2.8525390625
crazy_swartz,378,4621,0.08180047608742697,28,17.71533203125
elated_villani,8,16,0.5,3,6.521484375
awesome_wing,4,7,0.5714285714285714,2,3.39208984375
flamboyant_mendeleev,10,33,0.30303030303030304,6,10.765625
festive_chandrasekhar,288,15325,0.018792822185970635,27,21.62255859375
interesting_bouman,17,67,0.2537313432835821,9,13.5751953125
blissful_kalam,22,43,0.5116279069767442,6,9.70458984375
tender_yonath,13,34,0.38235294117647056,4,7.306640625
cranky_mayer,3,15,0.2,2,5.9140625
silly_kare,10,14,0.7142857142857143,4,8.4375
thirsty_shockley,33,179,0.18435754189944134,12,14.9375
crazy_lewin,2,3,0.6666666666666666,1,1.5400390625
nifty_williams,2,3,0.6666666666666666,1,2.8642578125
zealous_taussig,9,23,0.391304347826087,4,8.384765625
nostalgic_keller,2,3,0.6666666666666666,1,1.5673828125
boring_shirley,2,3,0.6666666666666666,1,1.57958984375
bold_cannon,2,3,0.6666666666666666,1,1.57568359375
jovial_bell,492,4093,0.12020522843879795,24,17.6748046875
youthful_sammet,260,2404,0.10815307820299501,19,18.22509765625
gracious_roentgen,2,3,0.6666666666666666,1,1.56396484375
sad_gauss,3,4,0.75,2,3.36767578125
thirsty_bell,11,16,0.6875,3,5.32470703125
gracious_joliot,5,9,0.5555555555555556,2,3.46728515625
cranky_moore,2,3,0.6666666666666666,2,3.36376953125
stupefied_cerf,3,7,0.42857142857142855,2,5.92626953125
thirsty_ganguly,4,12,0.3333333333333333,4,8.20849609375
gallant_jackson,6,9,0.6666666666666666,3,5.17138671875
agitated_varahamihira,9,19,0.47368421052631576,5,8.39501953125
peaceful_chaplygin,324,2678,0.12098581030619865,19,17.85595703125
infallible_hopper,2,6,0.3333333333333333,2,4.654296875
bold_yonath,10,18,0.5555555555555556,4,6.0771484375
kind_lalande,12,61,0.19672131147540983,5,10.951171875
vigorous_haibt,11,16,0.6875,4,6.61962890625
trusting_aryabhata,15,29,0.5172413793103449,6,10.3212890625
admiring_meitner,331,6138,0.053926360377973284,29,19.5263671875
crazy_mirzakhani,601,11781,0.05101434513199219,29,18.1376953125
objective_bell,722,19515,0.036997181655137074,31,20.681640625
lucid_faraday,537,3655,0.14692202462380302,26,16.7890625
nice_bassi,5,31,0.16129032258064516,4,8.18798828125
exciting_ganguly,687,16705,0.04112541155342712,24,21.84716796875
wizardly_mcclintock,3,4,0.75,3,4.59619140625
frosty_varahamihira,11,18,0.6111111111111112,6,9.06982421875
xenodochial_golick,4,27,0.14814814814814814,4,9.576171875
stupefied_hodgkin,72,88,0.8181818181818182,16,12.01904296875
keen_shannon,23,44,0.5227272727272727,5,8.26123046875
frosty_chaum,404,2276,0.17750439367311072,24,15.83154296875
kind_brattain,9,54,0.16666666666666666,4,10.8720703125
eager_pasteur,6,39,0.15384615384615385,5,11.34912109375
practical_nash,5,51,0.09803921568627451,5,12.59228515625
dazzling_northcutt,5,7,0.7142857142857143,3,5.1435546875
wizardly_golick,21,232,0.09051724137931035,11,16.73681640625
amazing_kowalevski,35,2917,0.011998628728145356,31,17.40478515625
sleepy_edison,24,176,0.13636363636363635,9,14.78564453125
romantic_cray,66,79,0.8354430379746836,16,11.28759765625
quizzical_jang,11,72,0.1527777777777778,4,13.4296875
sharp_gould,8,16,0.5,4,8.2783203125
hardcore_brown,9,33,0.2727272727272727,5,11.45458984375
romantic_ramanujan,327,5925,0.05518987341772152,29,21.02392578125
practical_johnson,10,52,0.19230769230769232,6,11.90234375
elastic_heisenberg,626,17056,0.03670262664165103,28,25.75048828125
amazing_poincare,11,8030,0.0013698630136986301,30,17.09423828125
brave_poitras,19,20,0.95,4,6.599609375
amazing_sutherland,26,98,0.2653061224489796,9,14.8388671875
