Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
focused_torvalds,1,2,0.5,1,1.55419921875
affectionate_chaplygin,1,2,0.5,1,1.544921875
eloquent_tesla,4,17,0.23529411764705882,3,9.0283203125
strange_payne,1009,6562,0.15376409631209997,36,52.68359375
nifty_hamilton,11,13,0.8461538461538461,4,8.31103515625
unruffled_gauss,6,18,0.3333333333333333,3,6.4560546875
youthful_colden,6,17,0.35294117647058826,5,9.48583984375
gifted_engelbart,17,39,0.4358974358974359,5,8.31396484375
recursing_lalande,709,3477,0.20391141788898476,23,38.833984375
quirky_rhodes,2,3,0.6666666666666666,1,2.86279296875
condescending_hermann,22,38,0.5789473684210527,3,6.14794921875
wizardly_raman,4,5,0.8,1,1.60400390625
blissful_perlman,438,1482,0.29554655870445345,24,37.3359375
compassionate_aryabhata,11,24,0.4583333333333333,5,9.0107421875
sweet_agnesi,6,7,0.8571428571428571,1,1.6376953125
heuristic_diffie,30,133,0.22556390977443608,7,17.61328125
musing_elgamal,5,27,0.18518518518518517,2,8.4873046875
quizzical_wilson,5,6,0.8333333333333334,1,1.64306640625
confident_darwin,3,4,0.75,1,1.5888671875
suspicious_haibt,6,8,0.75,3,4.72216796875
strange_edison,3,18,0.16666666666666666,3,7.724609375
fervent_spence,1071,5505,0.19455040871934604,28,45.533203125
beautiful_jepsen,1,2,0.5,1,1.54443359375
practical_mendeleev,10,16,0.625,3,10.20263671875
busy_gates,2,3,0.6666666666666666,1,1.56591796875
sweet_khayyam,2,3,0.6666666666666666,1,1.556640625
focused_buck,5,6,0.8333333333333334,1,2.90234375
optimistic_carver,8,15,0.5333333333333333,3,6.04052734375
infallible_germain,12,25,0.48,4,8.39208984375
focused_thompson,12,14,0.8571428571428571,2,2.96435546875
gracious_gates,371,960,0.38645833333333335,23,33.39794921875
boring_grothendieck,2,3,0.6666666666666666,1,1.56640625
romantic_brattain,3,27,0.1111111111111111,3,8.9765625
youthful_driscoll,1,2,0.5,1,1.54443359375
vigilant_darwin,3,5,0.6,2,3.37744140625
vibrant_moore,6,12,0.5,3,5.19189453125
agitated_hellman,8,9,0.8888888888888888,3,4.74853515625
wonderful_hugle,3,38,0.07894736842105263,3,9.5078125
recursing_davinci,9,18,0.5,6,9.49853515625
suspicious_bhaskara,7,11,0.6363636363636364,3,5.236328125
crazy_hypatia,12,27,0.4444444444444444,4,7.81591796875
stupefied_edison,3,4,0.75,1,1.60302734375
condescending_babbage,4,5,0.8,1,1.6064453125
keen_vaughan,7,8,0.875,2,3.5458984375
vigilant_perlman,2,3,0.6666666666666666,1,1.57763671875
admiring_hugle,3,4,0.75,1,1.61279296875
priceless_hypatia,13,16,0.8125,2,5.9365234375
laughing_jemison,13,21,0.6190476190476191,5,8.79345703125
nice_austin,29,89,0.3258426966292135,8,13.52490234375
vigorous_swirles,7,11,0.6363636363636364,2,4.75927734375
cool_chaplygin,9,93,0.0967741935483871,6,12.65234375
gracious_heisenberg,1273,4472,0.28466010733452596,31,51.45068359375
festive_feistel,1268,2449,0.5177623519804002,34,49.18115234375
condescending_wu,10,67,0.14925373134328357,6,14.0224609375
flamboyant_shaw,4,38,0.10526315789473684,4,9.81005859375
vigorous_wing,7,12,0.5833333333333334,4,7.841796875
gallant_goodall,1250,5524,0.22628530050687906,29,51.47705078125
competent_moser,9,22,0.4090909090909091,3,6.5458984375
great_hugle,17,56,0.30357142857142855,6,10.5517578125
nostalgic_merkle,8,11,0.7272727272727273,4,8.27685546875
frosty_antonelli,87,88,0.9886363636363636,16,21.779296875
vibrant_hertz,13,67,0.19402985074626866,4,8.966796875
recursing_thompson,1086,4149,0.26174981923355023,34,52.14501953125
hardcore_northcutt,42,350,0.12,12,22.9501953125
suspicious_shirley,78,79,0.9873417721518988,16,22.02392578125
elated_jones,8,54,0.14814814814814814,5,11.34716796875
reverent_lamarr,20,120,0.16666666666666666,6,13.9189453125
sharp_merkle,11,28,0.39285714285714285,4,12.0927734375
angry_neumann,11,28,0.39285714285714285,5,11.580078125
sweet_saha,9,122,0.07377049180327869,6,13.94189453125
ecstatic_lichterman,19,55,0.34545454545454546,6,10.3544921875
nervous_visvesvaraya,11,25,0.44,6,10.1416015625
nervous_einstein,12,81,0.14814814814814814,6,14.47314453125
adoring_gould,487,1493,0.3261888814467515,23,37.0810546875
dreamy_shirley,23,112,0.20535714285714285,8,20.88134765625
funny_poincare,18,34,0.5294117647058824,6,9.62939453125
nervous_wiles,32,67,0.47761194029850745,10,15.86962890625
fervent_rosalind,15,16,0.9375,5,8.33056640625
sleepy_elbakyan,8,75,0.10666666666666667,7,14.955078125
