Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
angry_haslett,1,2,0.5,1,1.53955078125
frosty_agnesi,1,2,0.5,1,1.5390625
mystifying_shamir,87,12477,0.006972830007213273,30,29.158203125
goofy_tesla,5,9,0.5555555555555556,2,3.45263671875
focused_banach,71,3980,0.017839195979899497,23,27.68505859375
charming_tu,3,4,0.75,2,3.34765625
brave_mendeleev,5,9,0.5555555555555556,3,6.01611328125
mystifying_johnson,5,6,0.8333333333333334,2,3.3564453125
pedantic_thompson,48,3157,0.015204307887234716,23,25.84814453125
gifted_hellman,4,5,0.8,1,2.88134765625
determined_joliot,77,9551,0.008061983038425296,30,30.5380859375
lucid_lovelace,43,2735,0.015722120658135285,21,26.171875
pedantic_northcutt,3,4,0.75,1,1.60546875
gallant_sinoussi,3,4,0.75,1,1.61279296875
busy_nobel,4,28,0.14285714285714285,3,8.99267578125
gracious_gates,6,11,0.5454545454545454,3,5.25830078125
interesting_perlman,16,23,0.6956521739130435,4,7.24462890625
focused_leavitt,61,5496,0.011098981077147015,25,28.44482421875
strange_kare,14,29,0.4827586206896552,5,9.07421875
cranky_yonath,5,19,0.2631578947368421,2,5.93310546875
romantic_easley,162,4585,0.03533260632497274,24,25.7138671875
focused_hoover,2,6,0.3333333333333333,2,4.65673828125
hungry_hugle,2,3,0.6666666666666666,1,2.8671875
competent_golick,153,7330,0.0208731241473397,25,28.04345703125
keen_goldstine,10,36,0.2777777777777778,3,7.193359375
jovial_bardeen,4,24,0.16666666666666666,2,7.189453125
infallible_ishizaka,3,5,0.6,2,3.36767578125
sleepy_kowalevski,6,9,0.6666666666666666,3,5.1796875
mystifying_hopper,4,5,0.8,1,1.62548828125
stoic_shockley,2,11,0.18181818181818182,2,5.9287109375
objective_agnesi,1,2,0.5,1,1.52001953125
ecstatic_sammet,2,3,0.6666666666666666,1,1.5693359375
distracted_carver,2,3,0.6666666666666666,1,1.57275390625
optimistic_fermat,4,27,0.14814814814814814,4,9.54541015625
peaceful_mcnulty,5,9,0.5555555555555556,4,8.3349609375
flamboyant_tharp,4,5,0.8,1,5.3603515625
nifty_keldysh,5,6,0.8333333333333334,2,3.3681640625
jolly_morse,211,1807,0.11676812396236856,19,24.73681640625
suspicious_goldberg,18,34,0.5294117647058824,6,9.8515625
inspiring_sutherland,8,17,0.47058823529411764,3,5.91357421875
