Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
sharp_blackburn,1,2,0.5,1,1.54833984375
optimistic_bartik,1,2,0.5,1,1.5322265625
intelligent_yonath,2,11,0.18181818181818182,2,5.90283203125
busy_robinson,53,268,0.19776119402985073,10,19.494140625
eager_thompson,8,29,0.27586206896551724,3,7.7578125
relaxed_montalcini,998,4732,0.21090448013524937,31,48.50537109375
silly_napier,5,6,0.8333333333333334,1,2.8642578125
eager_edison,9,15,0.6,2,4.76416015625
nostalgic_mcnulty,5,15,0.3333333333333333,3,6.4697265625
jolly_mcnulty,8,34,0.23529411764705882,4,8.3701171875
hungry_pascal,3,18,0.16666666666666666,3,7.7294921875
gallant_jepsen,994,3661,0.27151051625239003,29,44.5712890625
blissful_dhawan,6,43,0.13953488372093023,2,8.47021484375
flamboyant_merkle,3,4,0.75,1,1.603515625
hardcore_nobel,8,14,0.5714285714285714,4,6.11962890625
elated_robinson,8,11,0.7272727272727273,2,5.96826171875
reverent_varahamihira,7,9,0.7777777777777778,2,3.458984375
recursing_solomon,2,3,0.6666666666666666,1,1.57958984375
condescending_poitras,6,7,0.8571428571428571,3,9.044921875
elegant_curran,5,20,0.25,3,7.7421875
crazy_greider,3,4,0.75,1,1.59814453125
sweet_poincare,3,6,0.5,2,4.6240234375
clever_matsumoto,2,3,0.6666666666666666,1,4.12353515625
magical_ptolemy,1,2,0.5,1,1.54052734375
ecstatic_bell,6,7,0.8571428571428571,2,3.5087890625
funny_turing,5,10,0.5,2,4.6416015625
great_jang,3,5,0.6,2,3.38818359375
jolly_keldysh,84,85,0.9882352941176471,14,19.703125
adoring_sinoussi,4,20,0.2,3,7.7265625
cool_fermi,2,3,0.6666666666666666,2,3.3623046875
quizzical_benz,198,544,0.3639705882352941,18,27.5322265625
cool_chaplygin,12,34,0.35294117647058826,4,7.9140625
zen_keller,6,7,0.8571428571428571,1,2.90673828125
gifted_goldstine,4,5,0.8,2,2.81201171875
stoic_dewdney,7,15,0.4666666666666667,3,6.41552734375
priceless_matsumoto,10,18,0.5555555555555556,6,11.64794921875
angry_ptolemy,533,1612,0.33064516129032256,24,36.70751953125
compassionate_keller,1,2,0.5,1,1.54638671875
youthful_ride,6,7,0.8571428571428571,1,2.93408203125
optimistic_shannon,11,22,0.5,4,7.880859375
kind_feynman,8,11,0.7272727272727273,4,8.998046875
vibrant_kowalevski,8,16,0.5,3,7.29638671875
keen_ardinghelli,3,11,0.2727272727272727,3,6.41796875
sad_khorana,7,35,0.2,4,7.537109375
great_archimedes,527,1675,0.3146268656716418,22,36.3837890625
friendly_jang,5,10,0.5,3,6.43017578125
loving_cohen,2,3,0.6666666666666666,1,1.57080078125
clever_visvesvaraya,642,2107,0.3046986236355007,21,34.78125
vigilant_albattani,1423,2503,0.5685177786656013,34,52.16064453125
recursing_ramanujan,9,14,0.6428571428571429,3,6.60986328125
cool_bell,116,719,0.16133518776077885,13,25.8583984375
eager_lamarr,3,4,0.75,2,3.38037109375
elegant_heisenberg,1,2,0.5,1,1.54150390625
hopeful_thompson,8,15,0.5333333333333333,3,5.302734375
interesting_mayer,4,27,0.14814814814814814,4,9.5283203125
suspicious_ritchie,3,6,0.5,2,4.65673828125
relaxed_meninsky,51,195,0.26153846153846155,15,24.3056640625
intelligent_solomon,77,321,0.2398753894080997,14,24.3876953125
sleepy_gates,13,25,0.52,6,9.75244140625
ecstatic_dijkstra,7,14,0.5,5,7.82666015625
elegant_dubinsky,7,19,0.3684210526315789,5,10.0966796875
mystifying_curie,4,9,0.4444444444444444,3,5.90283203125
sleepy_colden,438,1025,0.4273170731707317,20,32.9326171875
naughty_jennings,706,5967,0.1183174124350595,27,45.1064453125
happy_dhawan,14,34,0.4117647058823529,6,10.2685546875
wonderful_shtern,13,20,0.65,7,11.7529296875
reverent_hypatia,11,52,0.21153846153846154,4,9.55419921875
clever_boyd,5,21,0.23809523809523808,3,7.5791015625
recursing_kowalevski,19,91,0.2087912087912088,9,18.734375
epic_galileo,3,4,0.75,3,4.5224609375
epic_booth,6,8,0.75,2,3.423828125
sharp_kepler,9,99,0.09090909090909091,7,12.486328125
flamboyant_mcnulty,4,6,0.6666666666666666,2,3.52490234375
friendly_pasteur,4,23,0.17391304347826086,3,7.76171875
festive_cerf,12,44,0.2727272727272727,6,11.9560546875
objective_tesla,27,38,0.7105263157894737,6,9.58984375
blissful_hellman,11,44,0.25,6,10.779296875
nice_ritchie,78,79,0.9873417721518988,16,21.8251953125
nifty_chaplygin,8,13,0.6153846153846154,3,6.51025390625
pedantic_cori,14,56,0.25,7,14.74169921875
focused_bouman,22,158,0.13924050632911392,6,14.59619140625
charming_khayyam,8,83,0.0963855421686747,5,17.6708984375
fervent_leavitt,12,39,0.3076923076923077,4,7.81298828125
blissful_pascal,6,10,0.6,3,7.15234375
bold_dhawan,21,94,0.22340425531914893,10,16.6455078125
quirky_chandrasekhar,847,3101,0.27313769751693,34,59.07080078125
hopeful_chatelet,1478,6313,0.2341200696974497,39,70.9287109375
