Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
gallant_shtern,1,2,0.5,1,1.55322265625
goofy_yalow,1,2,0.5,1,1.5390625
relaxed_tu,7,23,0.30434782608695654,3,6.4921875
reverent_bardeen,126,436,0.2889908256880734,12,20.89404296875
sharp_blackwell,12,15,0.8,4,7.00390625
confident_heisenberg,10,12,0.8333333333333334,2,3.60498046875
gracious_bell,1,2,0.5,1,1.54541015625
kind_carver,346,4095,0.0844932844932845,27,31.30322265625
lucid_sammet,37,81,0.4567901234567901,8,14.185546875
hungry_ptolemy,3,4,0.75,1,1.6259765625
brave_jennings,48,150,0.32,10,18.9228515625
hopeful_lamport,448,5317,0.0842580402482603,27,33.2802734375
pedantic_haibt,4,9,0.4444444444444444,3,6.45068359375
vibrant_lamport,19,33,0.5757575757575758,3,6.6162109375
naughty_lumiere,12,21,0.5714285714285714,2,4.09326171875
objective_herschel,6,20,0.3,4,8.23046875
awesome_hellman,8,16,0.5,5,7.84375
confident_wilbur,6,45,0.13333333333333333,2,8.52978515625
nostalgic_buck,2,3,0.6666666666666666,1,2.85546875
upbeat_shirley,147,7382,0.01991330262801409,26,32.96875
objective_mcnulty,3,5,0.6,2,3.3984375
beautiful_wescoff,394,6824,0.057737397420867524,29,33.1494140625
gracious_jemison,6,12,0.5,3,5.16650390625
sad_leakey,2,3,0.6666666666666666,1,2.86376953125
stoic_fermi,557,8695,0.0640598044853364,26,33.3505859375
awesome_merkle,12,24,0.5,4,8.271484375
boring_shtern,4,5,0.8,2,4.63720703125
cool_lovelace,2,3,0.6666666666666666,1,2.865234375
nice_elgamal,2,3,0.6666666666666666,1,2.86181640625
agitated_varahamihira,3,7,0.42857142857142855,2,4.671875
pedantic_keldysh,84,85,0.9882352941176471,14,19.52587890625
brave_kepler,19,38,0.5,7,13.29150390625
zealous_hertz,6,14,0.42857142857142855,4,7.74658203125
zealous_feistel,2,3,0.6666666666666666,2,3.37451171875
fervent_solomon,5,6,0.8333333333333334,2,2.81005859375
unruffled_albattani,18,27,0.6666666666666666,2,6.07568359375
sad_wilson,6,22,0.2727272727272727,2,7.2294921875
sweet_cannon,3,4,0.75,1,1.59716796875
trusting_swartz,2,3,0.6666666666666666,1,1.57080078125
xenodochial_cartwright,8,14,0.5714285714285714,2,4.7099609375
confident_albattani,2,3,0.6666666666666666,2,3.359375
eager_chaum,6,14,0.42857142857142855,3,7.826171875
laughing_montalcini,4,5,0.8,2,3.4072265625
mystifying_goldstine,17,32,0.53125,5,8.33349609375
gracious_grothendieck,250,3564,0.07014590347923681,27,30.5712890625
quizzical_raman,6,14,0.42857142857142855,3,6.50634765625
unruffled_goldstine,2,3,0.6666666666666666,1,2.8642578125
strange_kapitsa,11,27,0.4074074074074074,5,11.24072265625
cranky_solomon,280,2868,0.09762900976290098,31,30.87158203125
elated_driscoll,1,2,0.5,1,1.53662109375
lucid_swartz,9,10,0.9,2,3.400390625
relaxed_ganguly,4,5,0.8,2,3.39208984375
jolly_bartik,2,3,0.6666666666666666,1,1.57421875
brave_hawking,6,7,0.8571428571428571,1,5.40771484375
festive_hypatia,7,10,0.7,2,3.4150390625
amazing_keller,10,36,0.2777777777777778,5,8.6728515625
strange_villani,2,3,0.6666666666666666,2,3.36474609375
strange_murdock,17,42,0.40476190476190477,5,8.9423828125
tender_gates,3,18,0.16666666666666666,3,7.716796875
sleepy_kare,4,5,0.8,2,4.63818359375
admiring_brattain,10,59,0.1694915254237288,4,9.642578125
hardcore_banach,6,51,0.11764705882352941,6,13.1435546875
admiring_curie,9,18,0.5,5,8.3515625
brave_gauss,7,35,0.2,5,10.08203125
blissful_hoover,9,116,0.07758620689655173,5,14.904296875
nice_bhabha,3,18,0.16666666666666666,3,7.73876953125
serene_proskuriakova,85,9877,0.008605851979345954,26,36.2578125
elated_ride,4,13,0.3076923076923077,3,7.74462890625
thirsty_banach,25,179,0.13966480446927373,12,20.68994140625
angry_lovelace,8,9,0.8888888888888888,3,4.71875
gifted_spence,14,17,0.8235294117647058,3,4.72265625
musing_davinci,3,4,0.75,3,4.61279296875
magical_archimedes,18,53,0.33962264150943394,8,12.365234375
agitated_kirch,4,30,0.13333333333333333,3,9.16796875
crazy_pascal,8,34,0.23529411764705882,4,9.6025390625
wizardly_wozniak,9,10,0.9,2,2.8515625
ecstatic_stonebraker,18,80,0.225,9,17.173828125
heuristic_bhaskara,6,94,0.06382978723404255,6,14.5732421875
boring_lehmann,8,20,0.4,4,8.24951171875
exciting_allen,27,106,0.25471698113207547,8,14.8740234375
beautiful_goodall,78,79,0.9873417721518988,16,21.953125
lucid_cannon,29,121,0.2396694214876033,10,16.861328125
suspicious_galois,11,145,0.07586206896551724,5,19.005859375
sad_sinoussi,10,13,0.7692307692307693,5,7.92822265625
optimistic_robinson,21,63,0.3333333333333333,5,11.11181640625
priceless_robinson,11,165,0.06666666666666667,7,23.849609375
frosty_goldberg,5,18,0.2777777777777778,5,8.796875
silly_hawking,10,27,0.37037037037037035,5,10.13427734375
objective_ishizaka,367,8097,0.04532542917129801,33,36.9345703125
infallible_bartik,206,9760,0.02110655737704918,36,37.43310546875
