Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
quizzical_ramanujan,1,2,0.5,1,1.5439453125
quizzical_khorana,1,2,0.5,1,1.548828125
stoic_chaplygin,17,45,0.37777777777777777,8,12.79833984375
trusting_pike,4,9,0.4444444444444444,3,5.15771484375
vibrant_blackburn,3,4,0.75,2,4.12255859375
jolly_austin,13,33,0.3939393939393939,4,7.3720703125
admiring_kowalevski,1,2,0.5,1,1.54931640625
funny_hodgkin,1029,3383,0.30416789831510493,32,48.09326171875
eloquent_herschel,1,2,0.5,1,1.56103515625
musing_brown,13,22,0.5909090909090909,5,7.77978515625
wizardly_lehmann,3,5,0.6,2,3.37109375
condescending_hermann,5,7,0.7142857142857143,2,3.38037109375
relaxed_spence,4,52,0.07692307692307693,2,7.763671875
gallant_taussig,1015,3454,0.2938621887666474,29,47.287109375
gracious_nash,6,8,0.75,2,3.54736328125
distracted_villani,5,14,0.35714285714285715,2,7.25927734375
optimistic_ishizaka,830,2426,0.34212695795548226,25,39.78759765625
angry_elgamal,26,54,0.48148148148148145,7,11.6513671875
distracted_shaw,921,4935,0.18662613981762918,29,47.44677734375
crazy_galileo,11,31,0.3548387096774194,4,7.9765625
naughty_khayyam,5,6,0.8333333333333334,1,4.09765625
suspicious_cerf,16,17,0.9411764705882353,3,4.86962890625
boring_noyce,6,9,0.6666666666666666,2,3.36083984375
priceless_mendel,5,8,0.625,2,4.62158203125
crazy_lalande,2,3,0.6666666666666666,1,1.57373046875
elastic_elbakyan,507,1112,0.45593525179856115,30,43.36279296875
exciting_saha,2,3,0.6666666666666666,1,2.86572265625
elegant_mcnulty,5,6,0.8333333333333334,2,4.6279296875
sharp_elion,84,85,0.9882352941176471,14,19.029296875
priceless_ramanujan,4,5,0.8,1,2.86181640625
interesting_margulis,6,15,0.4,3,7.755859375
crazy_sutherland,2,3,0.6666666666666666,1,4.1123046875
intelligent_villani,2,3,0.6666666666666666,1,1.56494140625
trusting_cartwright,4,5,0.8,1,5.33544921875
gifted_spence,13,19,0.6842105263157895,5,8.9794921875
stupefied_turing,5,6,0.8333333333333334,1,4.14453125
agitated_napier,2,3,0.6666666666666666,2,3.36181640625
hardcore_maxwell,37,249,0.14859437751004015,12,21.74462890625
quirky_roentgen,4,66,0.06060606060606061,4,13.328125
gifted_swartz,20,32,0.625,6,10.04150390625
hardcore_shaw,4,12,0.3333333333333333,2,4.6845703125
zealous_chaplygin,3,4,0.75,1,1.6015625
zen_noether,4,5,0.8,1,1.6142578125
elated_curran,3,6,0.5,3,5.18017578125
angry_clarke,2,3,0.6666666666666666,2,3.34765625
sharp_banzai,12,16,0.75,2,3.5595703125
pedantic_chandrasekhar,5,11,0.45454545454545453,3,6.55224609375
epic_carson,2,3,0.6666666666666666,1,1.564453125
kind_hoover,1111,1855,0.5989218328840971,28,42.927734375
tender_dijkstra,7,16,0.4375,3,6.47900390625
focused_keldysh,1,2,0.5,1,1.54248046875
optimistic_lewin,437,1472,0.296875,23,37.24169921875
gracious_solomon,34,93,0.3655913978494624,9,15.19677734375
eloquent_ellis,3,9,0.3333333333333333,2,4.669921875
sharp_taussig,7,30,0.23333333333333334,4,9.56689453125
reverent_cerf,7,12,0.5833333333333334,3,5.1640625
affectionate_lehmann,10,86,0.11627906976744186,6,14.53125
eager_matsumoto,17,50,0.34,6,13.4990234375
determined_wozniak,8,13,0.6153846153846154,3,7.67626953125
epic_wright,5,25,0.2,4,10.80810546875
gracious_shockley,2,6,0.3333333333333333,2,4.66748046875
cool_proskuriakova,866,5030,0.17216699801192842,27,47.28173828125
sweet_montalcini,4,15,0.26666666666666666,3,6.4638671875
friendly_snyder,27,52,0.5192307692307693,9,13.841796875
blissful_feynman,5,136,0.03676470588235294,4,18.41357421875
inspiring_ellis,16,40,0.4,6,11.939453125
elated_mclaren,19,37,0.5135135135135135,7,13.9501953125
distracted_hypatia,4,7,0.5714285714285714,2,5.37890625
determined_euclid,3,27,0.1111111111111111,3,8.9638671875
vigorous_newton,3,4,0.75,3,4.697265625
upbeat_elion,16,27,0.5925925925925926,4,6.96435546875
flamboyant_matsumoto,21,117,0.1794871794871795,6,11.29931640625
gracious_rubin,16,38,0.42105263157894735,6,9.919921875
hopeful_gates,13,50,0.26,6,12.751953125
nice_black,11,16,0.6875,4,7.8671875
hopeful_lederberg,6,13,0.46153846153846156,3,6.5146484375
busy_lamarr,12,58,0.20689655172413793,8,15.81640625
recursing_satoshi,64,514,0.1245136186770428,12,20.7041015625
blissful_merkle,78,79,0.9873417721518988,16,21.9296875
sleepy_burnell,5,8,0.625,3,7.76025390625
inspiring_chatterjee,9,83,0.10843373493975904,5,12.6513671875
dreamy_benz,34,102,0.3333333333333333,9,13.16845703125
affectionate_feynman,966,3833,0.252021914949126,34,57.5419921875
friendly_chaplygin,9,43,0.20930232558139536,7,13.7109375
goofy_dhawan,1203,6128,0.19631201044386423,35,62.6923828125
