Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
angry_einstein,1,2,0.5,1,1.548828125
vibrant_hawking,1,2,0.5,1,1.5517578125
modest_volhard,6,9,0.6666666666666666,3,4.37109375
epic_elion,2,3,0.6666666666666666,1,1.56298828125
exciting_matsumoto,9,16,0.5625,3,8.44384765625
festive_kapitsa,201,2385,0.08427672955974842,19,10.10546875
modest_brahmagupta,111,834,0.13309352517985612,21,9.93359375
tender_bhabha,4,6,0.6666666666666666,2,3.52783203125
jovial_dewdney,350,3597,0.09730330831248263,21,10.9111328125
dazzling_maxwell,22,110,0.2,9,6.80908203125
zealous_agnesi,151,1591,0.09490886235072282,12,10.26708984375
angry_brattain,2,3,0.6666666666666666,1,2.86328125
hungry_carver,1,2,0.5,1,1.5517578125
boring_tesla,1,2,0.5,1,1.54150390625
priceless_cannon,2,6,0.3333333333333333,2,4.65966796875
youthful_liskov,2,18,0.1111111111111111,2,7.1806640625
awesome_sanderson,4,6,0.6666666666666666,2,3.48388671875
boring_knuth,1,2,0.5,1,1.53076171875
quirky_fermat,2,3,0.6666666666666666,1,2.86474609375
compassionate_grothendieck,34,215,0.15813953488372093,9,8.54150390625
heuristic_lehmann,568,12990,0.043725943033102385,30,10.1953125
upbeat_bose,3,5,0.6,2,3.3798828125
tender_hamilton,6,14,0.42857142857142855,3,4.68408203125
nervous_spence,3,4,0.75,2,2.841796875
intelligent_hermann,18,23,0.782608695652174,3,7.26416015625
priceless_neumann,196,1211,0.16184971098265896,14,9.35888671875
nervous_clarke,2,3,0.6666666666666666,1,1.5615234375
funny_thompson,2,3,0.6666666666666666,1,1.56591796875
silly_payne,482,6370,0.07566718995290424,23,13.7373046875
nice_kowalevski,3,5,0.6,2,3.37451171875
infallible_diffie,632,17306,0.03651912631457298,22,12.24462890625
keen_davinci,2,3,0.6666666666666666,1,2.875
nostalgic_fermat,244,1882,0.12964930924548354,15,10.06103515625
unruffled_lewin,2,3,0.6666666666666666,1,1.57080078125
beautiful_kare,350,7061,0.04956804985129585,22,11.494140625
hardcore_euler,10,11,0.9090909090909091,2,3.43603515625
zealous_haslett,62,160,0.3875,13,7.79931640625
silly_murdock,17,45,0.37777777777777777,7,6.68505859375
gracious_easley,63,85,0.7411764705882353,14,6.6689453125
inspiring_meitner,2,3,0.6666666666666666,1,1.57763671875
focused_nobel,2,3,0.6666666666666666,1,1.57666015625
trusting_jang,3,17,0.17647058823529413,2,7.8544921875
nostalgic_blackburn,112,444,0.25225225225225223,17,8.14892578125
musing_carver,8,11,0.7272727272727273,3,5.1494140625
elastic_swanson,2,3,0.6666666666666666,1,1.58056640625
cranky_williams,6,10,0.6,4,5.05029296875
tender_hertz,5,9,0.5555555555555556,2,3.41455078125
eager_lumiere,1,2,0.5,1,1.5478515625
beautiful_curran,8,19,0.42105263157894735,3,8.400390625
infallible_einstein,9,74,0.12162162162162163,6,10.6298828125
blissful_rubin,3,5,0.6,2,3.38037109375
exciting_hertz,14,22,0.6363636363636364,3,5.2900390625
sweet_lehmann,2,19,0.10526315789473684,5,7.54833984375
tender_sammet,2,3,0.6666666666666666,1,2.87158203125
dazzling_elgamal,6,37,0.16216216216216217,6,7.923828125
friendly_williamson,14,24,0.5833333333333334,2,7.17822265625
exciting_clarke,4,6,0.6666666666666666,3,4.53369140625
laughing_thompson,14,37,0.3783783783783784,6,7.17333984375
determined_gould,2,3,0.6666666666666666,1,1.55615234375
sleepy_albattani,5,9,0.5555555555555556,2,4.66015625
dazzling_kalam,16,60,0.26666666666666666,5,6.06103515625
condescending_shtern,7,21,0.3333333333333333,4,7.2646484375
interesting_yonath,18,63,0.2857142857142857,5,9.552734375
epic_cannon7,4,9,0.4444444444444444,3,6.66748046875
friendly_nobel,6,12,0.5,3,5.99462890625
distracted_tu,2,18,0.1111111111111111,3,7.08837890625
objective_archimedes,4,12,0.3333333333333333,3,6.49072265625
condescending_noyce,4,40,0.1,3,9.67333984375
pensive_khayyam,4,5,0.8,1,1.60009765625
peaceful_sammet,595,13489,0.04411001556824079,25,12.3984375
quirky_bhabha,723,21192,0.03411664779161948,34,14.47021484375
silly_lamarr,3,20,0.15,5,7.54736328125
goofy_williamson,2,27,0.07407407407407407,3,8.5830078125
vibrant_feistel,679,7267,0.09343608091371955,32,10.49267578125
mystifying_nobel,5,120,0.041666666666666664,4,11.408203125
clever_perlman,3,29,0.10344827586206896,6,7.58935546875
