Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
sharp_hertz,1,2,0.5,1,1.5546875
happy_euclid,1,2,0.5,1,1.54541015625
nostalgic_wright,4,9,0.4444444444444444,3,5.17041015625
bold_fermat,2,3,0.6666666666666666,1,1.56787109375
wizardly_feynman,12,16,0.75,2,5.0078125
lucid_brahmagupta,2,3,0.6666666666666666,2,3.369140625
sad_shockley,14,32,0.4375,4,7.962890625
busy_knuth,1057,5258,0.201027006466337,28,46.35498046875
peaceful_mclean,15,56,0.26785714285714285,5,12.94921875
gracious_kepler,3,4,0.75,1,1.61572265625
romantic_napier,12,37,0.32432432432432434,5,8.00927734375
friendly_banzai,9,65,0.13846153846153847,4,12.3955078125
stupefied_clarke,13,29,0.4482758620689655,5,10.177734375
interesting_bohr,6,26,0.23076923076923078,2,7.22119140625
great_elbakyan,13,34,0.38235294117647056,6,9.48291015625
intelligent_vaughan,770,2592,0.2970679012345679,24,38.16455078125
vigilant_elion,42,271,0.15498154981549817,12,21.95068359375
vibrant_merkle,4,5,0.8,1,2.884765625
competent_mayer,6,20,0.3,4,8.28271484375
musing_chaum,672,2650,0.25358490566037734,31,48.02392578125
elegant_thompson,6,7,0.8571428571428571,2,7.19580078125
brave_chatelet,2,3,0.6666666666666666,1,1.568359375
hopeful_spence,10,24,0.4166666666666667,3,7.314453125
trusting_ganguly,2,3,0.6666666666666666,1,1.56787109375
epic_mestorf,4,5,0.8,1,1.6201171875
charming_wiles,19,62,0.3064516129032258,5,10.16650390625
stupefied_lewin,534,1067,0.5004686035613871,23,34.7529296875
cool_wright,2,3,0.6666666666666666,1,4.12255859375
musing_goodall,1,2,0.5,1,1.54638671875
zen_khorana,5,10,0.5,3,5.9326171875
clever_poitras,4,27,0.14814814814814814,3,9.021484375
romantic_galois,83,84,0.9880952380952381,14,19.798828125
gifted_hawking,3,4,0.75,2,3.36376953125
awesome_feynman,3,4,0.75,1,1.58642578125
nice_morse,4,5,0.8,2,5.37060546875
boring_meninsky,24,40,0.6,7,10.73388671875
eager_jones,10,23,0.43478260869565216,4,7.86572265625
eloquent_bell,7,8,0.875,1,2.89111328125
peaceful_banzai,8,9,0.8888888888888888,2,5.9873046875
eager_grothendieck,1075,1733,0.6203115983843047,30,45.716796875
pedantic_moore,9,16,0.5625,4,12.41455078125
focused_heyrovsky,3,20,0.15,2,7.20458984375
great_engelbart,2,3,0.6666666666666666,1,1.57275390625
awesome_mcnulty,620,2435,0.2546201232032854,23,37.9951171875
mystifying_mahavira,6,13,0.46153846153846156,3,5.25146484375
gallant_visvesvaraya,9,12,0.75,3,5.21337890625
intelligent_hodgkin,9,10,0.9,5,7.78564453125
angry_kirch,9,12,0.75,3,5.13623046875
practical_colden,1,2,0.5,1,1.53271484375
loving_satoshi,12,21,0.5714285714285714,3,6.8037109375
mystifying_golick,16,29,0.5517241379310345,4,6.64306640625
nifty_mendel,6,17,0.35294117647058826,3,7.71337890625
gallant_almeida,8,14,0.5714285714285714,3,6.41650390625
blissful_hamilton,11,17,0.6470588235294118,4,5.97705078125
quizzical_kirch,3,18,0.16666666666666666,3,7.7138671875
laughing_kapitsa,1,2,0.5,1,1.55029296875
youthful_jemison,8,10,0.8,4,6.32666015625
boring_williamson,948,4108,0.23076923076923078,33,52.4208984375
zealous_lumiere,4,21,0.19047619047619047,3,7.06591796875
pensive_edison,5,49,0.10204081632653061,5,12.6123046875
loving_brattain,2,6,0.3333333333333333,2,4.66748046875
upbeat_mirzakhani,8,27,0.2962962962962963,5,11.35791015625
cool_dhawan,700,3714,0.1884760366182014,24,42.21044921875
xenodochial_hopper,3,18,0.16666666666666666,3,7.73583984375
gallant_moore,2,3,0.6666666666666666,2,3.35400390625
determined_nightingale,35,102,0.3431372549019608,9,14.34814453125
focused_ishizaka,4,5,0.8,3,4.58837890625
serene_spence,19,46,0.41304347826086957,8,14.40869140625
sad_einstein,5,18,0.2777777777777778,3,5.73193359375
friendly_perlman,2,3,0.6666666666666666,1,6.41455078125
keen_brattain,5,66,0.07575757575757576,5,13.93701171875
elated_feistel,3,4,0.75,2,3.375
modest_kowalevski,14,109,0.12844036697247707,6,13.279296875
magical_haibt,28,54,0.5185185185185185,7,12.16748046875
silly_dhawan,15,57,0.2631578947368421,6,11.623046875
happy_bhaskara,16,46,0.34782608695652173,6,13.3046875
intelligent_borg,19,57,0.3333333333333333,6,10.54541015625
beautiful_varahamihira,78,79,0.9873417721518988,16,22.0966796875
trusting_murdock,17,40,0.425,6,11.68701171875
trusting_vaughan,11,70,0.15714285714285714,7,13.65771484375
elegant_wilson,1385,4290,0.32284382284382285,32,54.568359375
wonderful_sanderson,7,13,0.5384615384615384,6,10.6201171875
sad_mccarthy,1154,8809,0.1310023839255307,34,61.75732421875
wizardly_hellman,19,58,0.3275862068965517,11,17.24658203125
hungry_kepler,20,39,0.5128205128205128,8,12.908203125
eager_colden,15,120,0.125,8,20.6611328125
