Container,hits,invos,hit_rate,num_of_cache_keys,memory_used(MB)
dreamy_sammet,1,2,0.5,1,1.5439453125
admiring_sanderson,1,2,0.5,1,1.52978515625
affectionate_hellman,3,4,0.75,1,5.3681640625
interesting_ptolemy,2,3,0.6666666666666666,1,1.57275390625
vigorous_burnell,4,7,0.5714285714285714,2,3.40283203125
blissful_mayer,5,8,0.625,2,3.38818359375
boring_robinson,13,48,0.2708333333333333,5,13.5029296875
determined_pike,431,3406,0.12654139753376395,23,19.93798828125
wonderful_lamarr,56,125,0.448,7,12.6259765625
hardcore_bartik,2,3,0.6666666666666666,1,2.8623046875
jovial_johnson,12,14,0.8571428571428571,2,7.2373046875
elastic_jones,7,11,0.6363636363636364,5,8.96142578125
amazing_stonebraker,4,8,0.5,2,4.671875
amazing_jang,5,8,0.625,2,5.91064453125
sweet_antonelli,3,5,0.6,2,3.3701171875
eloquent_fermi,2,3,0.6666666666666666,1,4.10107421875
magical_blackburn,4,23,0.17391304347826086,2,8.46484375
boring_kowalevski,391,4081,0.09580985052683166,23,20.50390625
festive_cannon,8,26,0.3076923076923077,5,9.625
eager_dijkstra,1,2,0.5,1,1.5546875
xenodochial_hawking,2,3,0.6666666666666666,1,1.57763671875
jovial_kepler,14,21,0.6666666666666666,4,7.73828125
distracted_burnell,33,64,0.515625,7,12.68603515625
objective_swartz,20,38,0.5263157894736842,5,10.185546875
sad_diffie,635,6105,0.10401310401310401,29,18.880859375
recursing_morse,4,6,0.6666666666666666,2,3.49365234375
funny_feynman,9,12,0.75,2,3.51123046875
focused_rubin,23,64,0.359375,7,11.9033203125
fervent_jackson,2,3,0.6666666666666666,1,1.5732421875
vibrant_lamarr,7,9,0.7777777777777778,2,3.3876953125
fervent_solomon,1,2,0.5,1,1.55126953125
blissful_curran,6,7,0.8571428571428571,1,1.6689453125
unruffled_hellman,6,13,0.46153846153846156,4,7.68359375
inspiring_cori,3,6,0.5,2,4.615234375
youthful_meitner,2,3,0.6666666666666666,2,3.34521484375
jovial_liskov,31,82,0.3780487804878049,8,14.173828125
zen_lewin,4,5,0.8,1,1.62060546875
tender_goodall,2,3,0.6666666666666666,1,1.56298828125
quirky_swirles,249,471,0.5286624203821656,11,16.162109375
lucid_lumiere,3,27,0.1111111111111111,3,9.009765625
romantic_kowalevski,439,2928,0.14993169398907105,28,19.11328125
busy_rubin,1,2,0.5,1,1.54443359375
focused_engelbart,12,20,0.6,4,8.43505859375
gifted_jemison,7,8,0.875,3,5.208984375
admiring_banach,991,9515,0.10415133998949028,31,21.130859375
objective_panini,3,38,0.07894736842105263,3,10.2705078125
boring_jones,3,4,0.75,1,1.61962890625
elastic_almeida,2,3,0.6666666666666666,2,3.359375
modest_gagarin,817,3881,0.21051275444473075,30,18.849609375
busy_murdock,16,28,0.5714285714285714,5,9.65478515625
funny_saha,2,3,0.6666666666666666,1,1.56787109375
naughty_haslett,29,86,0.3372093023255814,8,14.06494140625
busy_agnesi,11,12,0.9166666666666666,3,5.24853515625
funny_moore,456,3712,0.12284482758620689,23,18.51513671875
recursing_rosalind,7,29,0.2413793103448276,4,9.5224609375
eloquent_margulis,2,3,0.6666666666666666,1,6.63330078125
awesome_ardinghelli,10,12,0.8333333333333334,4,9.00732421875
inspiring_rubin,11,24,0.4583333333333333,4,7.84326171875
zealous_volhard,301,2312,0.13019031141868512,22,21.13037109375
clever_gould,731,13592,0.053781636256621544,31,22.767578125
stupefied_lamport,7,25,0.28,6,10.771484375
unruffled_payne,9,38,0.23684210526315788,5,8.5126953125
wonderful_heyrovsky,7,122,0.05737704918032787,4,17.0771484375
quizzical_rubin,3,4,0.75,2,2.85302734375
charming_dijkstra,15,34,0.4411764705882353,5,9.38916015625
unruffled_pare,5,8,0.625,5,7.79443359375
busy_shirley,21,54,0.3888888888888889,6,11.17431640625
tender_galois,10,24,0.4166666666666667,3,6.67041015625
stoic_turing,76,88,0.8636363636363636,16,11.94189453125
intelligent_murdock,9,12,0.75,4,6.8916015625
jolly_shannon,3,11,0.2727272727272727,2,11.0322265625
stoic_noether,17,19,0.8947368421052632,4,7.88916015625
jovial_germain,5,37,0.13513513513513514,5,11.34814453125
elegant_matsumoto,5,66,0.07575757575757576,5,13.8935546875
eager_chaplygin,10,116,0.08620689655172414,8,17.35888671875
practical_shamir,7,22,0.3181818181818182,5,9.1611328125
kind_bouman,752,10730,0.0700838769804287,29,20.78515625
fervent_morse,70,79,0.8860759493670886,16,12.5859375
interesting_pasteur,4,14,0.2857142857142857,3,6.46826171875
lucid_heisenberg,12,49,0.24489795918367346,6,12.78076171875
exciting_rosalind,8,28,0.2857142857142857,5,12.5419921875
quizzical_matsumoto,19,71,0.2676056338028169,9,13.98779296875
optimistic_saha,16,48,0.3333333333333333,7,11.5322265625
lucid_snyder,973,16944,0.05742445703493862,33,23.529296875
eloquent_zhukovsky,245,1583,0.15476942514213518,23,20.8935546875
inspiring_mendel,20,27,0.7407407407407407,5,8.81298828125
nifty_ishizaka,731,12743,0.05736482774856784,30,24.470703125
