time(ms),memory(MB),concurrency
17.783164978027344,1.10546875,10
50.44960975646973,5.38671875,10
51.86319351196289,8.09375,1
51.207542419433594,7.9765625,2
18.436193466186523,0.0,2
54.06832695007324,7.8671875,3
18.03135871887207,0.0,3
66.37406349182129,10.1484375,3
52.926063537597656,8.08203125,4
23.74744415283203,0.19921875,4
66.04290008544922,10.01171875,4
13.738155364990234,0.0,4
53.06220054626465,8.01953125,5
60.294151306152344,0.19140625,5
29.630422592163086,0.0,5
18.972396850585938,0.0,5
31.665325164794922,0.3515625,5
56.59151077270508,8.09765625,6
21.332502365112305,0.0,6
160.7522964477539,15.89453125,6
33.82086753845215,4.8984375,6
19.37246322631836,0.16796875,6
580.4829597473145,13.69140625,6
53.75266075134277,7.87890625,7
18.979787826538086,0.0,7
25.144577026367188,0.0,7
25.258779525756836,0.3125,7
16.10398292541504,0.1796875,7
18.285036087036133,0.3125,7
19.53601837158203,0.0,7
56.09607696533203,7.96484375,8
66.77651405334473,0.328125,8
8.466720581054688,0.0,8
68.48478317260742,0.47265625,8
13.76032829284668,0.0,8
8.858919143676758,0.515625,8
523.1335163116455,0.16796875,8
16.5860652923584,0.703125,8
55.19437789916992,7.92578125,9
17.333507537841797,0.0,9
10.327816009521484,0.3046875,9
36.25321388244629,0.140625,9
21.846771240234375,0.0,9
9.608745574951172,0.0,9
14.302730560302734,0.0,9
16.525983810424805,0.13671875,9
18.321514129638672,0.15234375,9
51.262617111206055,7.92578125,10
7.777690887451172,0.16796875,10
17.850160598754883,0.0,10
17.389535903930664,0.0,10
26.67713165283203,0.703125,10
32.73367881774902,0.31640625,10
11.41357421875,0.0,10
8.611917495727539,0.0,10
25.51412582397461,0.21484375,10
15.73801040649414,0.0,10
46.855926513671875,7.92578125,1
49.126386642456055,8.03125,2
17.386198043823242,0.0,2
55.403709411621094,7.921875,3
16.90387725830078,0.0,3
67.30079650878906,10.3203125,3
55.45473098754883,7.9765625,4
18.31650733947754,0.0,4
161.16905212402344,19.31640625,4
161.9718074798584,19.44921875,4
51.22494697570801,7.98046875,5
19.348859786987305,0.0,5
710.5169296264648,24.859375,5
1181.7100048065186,28.56640625,5
657.8693389892578,23.94921875,5
53.87997627258301,7.96875,6
23.110151290893555,0.0,6
20.2634334564209,0.18359375,6
54.5809268951416,0.48828125,6
30.333995819091797,0.16015625,6
44.41976547241211,0.1640625,6
56.62870407104492,7.875,7
23.740768432617188,0.19140625,7
18.053531646728516,0.0,7
350.1431941986084,29.875,7
441.11061096191406,26.46484375,7
348.9880561828613,29.828125,7
483.0152988433838,26.63671875,7
54.52847480773926,7.92578125,8
17.840862274169922,0.0,8
19.533157348632812,0.0,8
40.718793869018555,0.3203125,8
39.17717933654785,0.0,8
67.75045394897461,0.328125,8
18.94092559814453,0.50390625,8
18.774986267089844,0.15625,8
52.66237258911133,7.92578125,9
18.13507080078125,0.0,9
63.84158134460449,5.234375,9
34.62815284729004,0.16796875,9
14.648675918579102,0.0,9
15.187740325927734,5.23046875,9
140.89703559875488,10.1640625,9
23.45752716064453,0.18359375,9
17.420053482055664,0.17578125,9
51.88179016113281,8.0859375,10
73.42863082885742,0.41796875,10
8.650779724121094,0.0,10
19.274473190307617,0.171875,10
19.35410499572754,0.0,10
28.90944480895996,0.0,10
12.844085693359375,0.0,10
40.7557487487793,0.0,10
34.75236892700195,0.15625,10
55.53603172302246,0.52734375,10
