time(ms),memory(MB),concurrency
25.19512176513672,4.84375,10
15.444040298461914,0.41015625,10
66.57624244689941,4.734375,10
70.36089897155762,8.64453125,1
77.29697227478027,8.56640625,2
18.632173538208008,0.14453125,2
66.40911102294922,8.734375,3
19.92487907409668,0.2109375,3
90.97528457641602,11.203125,3
68.36819648742676,8.578125,4
34.929513931274414,0.2890625,4
35.06350517272949,0.20703125,4
97.2287654876709,10.7890625,4
73.93407821655273,8.51171875,5
65.84310531616211,1.0234375,5
19.606590270996094,0.4140625,5
43.87617111206055,0.3984375,5
31.668901443481445,0.66015625,5
69.64635848999023,8.6328125,6
21.170854568481445,0.2109375,6
1293.8158512115479,25.7265625,6
1413.6295318603516,34.6875,6
1854.602336883545,29.3671875,6
1412.9350185394287,35.12109375,6
67.44050979614258,8.5859375,7
33.83445739746094,1.0078125,7
375.61964988708496,26.3984375,7
52.09684371948242,0.2109375,7
668.2291030883789,28.625,7
290.8596992492676,26.3671875,7
43.64371299743652,0.78125,7
84.13267135620117,8.58203125,8
22.008419036865234,0.1171875,8
218.25456619262695,11.92578125,8
51.75328254699707,4.90234375,8
38.49077224731445,0.1171875,8
37.19353675842285,0.21875,8
49.254655838012695,0.640625,8
19.527435302734375,0.0,8
88.41109275817871,8.66796875,9
19.57416534423828,0.203125,9
33.7681770324707,0.4375,9
35.76350212097168,0.15234375,9
11.126518249511719,0.15234375,9
56.992530822753906,0.08984375,9
18.63861083984375,0.20703125,9
80.77669143676758,0.33203125,9
36.34834289550781,0.1171875,9
77.15201377868652,8.6484375,10
28.110742568969727,0.0,10
20.051240921020508,0.66015625,10
19.51766014099121,0.1171875,10
32.55271911621094,0.125,10
33.47015380859375,0.26953125,10
29.636621475219727,0.47265625,10
64.30745124816895,0.5,10
26.183366775512695,0.4609375,10
32.91058540344238,0.23046875,10
71.52271270751953,8.578125,1
76.49374008178711,8.515625,2
18.532991409301758,0.14453125,2
70.16110420227051,8.56640625,3
17.77338981628418,0.20703125,3
97.69725799560547,11.25,3
69.84281539916992,8.64453125,4
19.936561584472656,0.125,4
186.13958358764648,20.390625,4
168.50018501281738,20.14453125,4
66.19095802307129,8.65625,5
21.03424072265625,0.12109375,5
369.69661712646484,29.3203125,5
324.25379753112793,25.375,5
349.4834899902344,25.53515625,5
70.89042663574219,8.640625,6
60.29224395751953,0.453125,6
62.459468841552734,0.453125,6
921.5450286865234,29.984375,6
857.3164939880371,29.27734375,6
817.0614242553711,28.15625,6
72.39603996276855,8.6640625,7
16.967296600341797,0.13671875,7
49.0727424621582,0.375,7
20.685195922851562,0.0,7
31.777381896972656,0.40234375,7
18.99552345275879,0.07421875,7
18.206357955932617,0.0,7
68.12024116516113,8.5625,8
20.73502540588379,0.26171875,8
586.2083435058594,39.88671875,8
1014.772891998291,57.70703125,8
659.8124504089355,53.46484375,8
627.6049613952637,43.015625,8
562.5796318054199,40.734375,8
573.5375881195068,48.43359375,8
72.14474678039551,8.73046875,9
21.5299129486084,0.12109375,9
1914.799690246582,22.859375,9
32.019615173339844,0.16015625,9
87.91351318359375,11.6171875,9
46.289682388305664,0.0,9
1847.3703861236572,20.41015625,9
1791.4416790008545,24.01953125,9
12.354850769042969,0.66796875,9
67.98243522644043,8.73828125,10
117.54751205444336,16.09765625,10
21.376609802246094,0.12890625,10
78.36198806762695,0.5078125,10
32.83047676086426,0.0,10
96.42171859741211,0.8828125,10
13.944864273071289,0.21875,10
617.734432220459,19.48046875,10
24.289846420288086,0.19921875,10
18.578290939331055,0.09765625,10
66.73789024353027,8.60546875,1
65.20986557006836,8.734375,2
17.966032028198242,0.203125,2
62.21961975097656,8.55859375,3
8.987903594970703,0.20703125,3
91.62378311157227,10.95703125,3
67.49486923217773,8.61328125,4
33.600807189941406,0.19921875,4
35.30764579772949,0.5703125,4
104.72726821899414,11.30859375,4
68.21513175964355,8.51171875,5
20.362138748168945,0.12890625,5
18.709182739257812,0.5703125,5
35.39085388183594,0.49609375,5
27.945518493652344,0.36328125,5
71.59161567687988,8.6328125,6
22.951126098632812,0.19921875,6
753.0083656311035,25.7734375,6
342.57006645202637,29.61328125,6
312.82639503479004,31.28125,6
316.0107135772705,26.09765625,6
72.13640213012695,8.57421875,7
20.75791358947754,0.125,7
1072.0603466033936,38.99609375,7
1094.245195388794,39.0859375,7
25.809049606323242,0.0,7
918.7242984771729,27.68359375,7
988.9929294586182,33.59375,7
66.80631637573242,8.58203125,8
21.353721618652344,0.2109375,8
47.03569412231445,0.0,8
100.10027885437012,0.86328125,8
19.707679748535156,0.296875,8
35.178422927856445,0.0,8
27.388572692871094,0.77734375,8
25.638103485107422,0.7734375,8
67.62099266052246,8.65625,9
26.407957077026367,0.20703125,9
232.7594757080078,12.0703125,9
76.904296875,5.890625,9
39.44253921508789,5.32421875,9
11.193990707397461,0.33203125,9
25.509357452392578,0.359375,9
13.855457305908203,0.0,9
28.554201126098633,0.0,9
74.92899894714355,8.5625,10
28.026103973388672,0.09375,10
95.20602226257324,0.38671875,10
31.917333602905273,1.296875,10
20.949363708496094,0.13671875,10
69.08154487609863,0.0703125,10
28.683185577392578,0.66015625,10
19.108295440673828,0.52734375,10
22.866010665893555,0.55859375,10
30.962705612182617,-0.01953125,10
