time(ms),memory(MB),concurrency
75.16193389892578,8.56640625,1
70.67656517028809,8.54296875,2
18.952369689941406,0.14453125,2
68.13883781433105,8.57421875,3
31.690120697021484,0.109375,3
30.853986740112305,0.109375,3
69.97346878051758,8.734375,4
20.04718780517578,0.20703125,4
182.79075622558594,20.66015625,4
177.48570442199707,20.1796875,4
66.89643859863281,8.64453125,5
20.964622497558594,0.12109375,5
322.21436500549316,25.66796875,5
340.4359817504883,29.3046875,5
278.5193920135498,24.5546875,5
83.84013175964355,8.54296875,6
49.99423027038574,0.82421875,6
111.6495132446289,0.9296875,6
62.31117248535156,0.82421875,6
20.61915397644043,0.24609375,6
19.85311508178711,0.0,6
67.5516128540039,8.734375,7
29.711246490478516,0.58203125,7
27.18520164489746,0.0,7
23.32305908203125,0.09375,7
40.24624824523926,0.21484375,7
29.102325439453125,0.0859375,7
7.8601837158203125,0.21875,7
72.29876518249512,8.66796875,8
79.26392555236816,1.234375,8
34.29436683654785,0.48046875,8
42.22822189331055,0.33203125,8
91.73774719238281,0.8828125,8
57.398319244384766,0.90234375,8
99.84588623046875,10.375,8
11.037826538085938,0.0703125,8
69.39435005187988,8.5703125,9
121.57893180847168,1.296875,9
53.69091033935547,0.19140625,9
52.9637336730957,0.56640625,9
14.034032821655273,0.22265625,9
12.440681457519531,0.51953125,9
20.956754684448242,0.19921875,9
10.599374771118164,0.16796875,9
14.389753341674805,0.0,9
71.26998901367188,8.5625,10
18.855571746826172,0.0,10
107.11216926574707,1.05859375,10
34.127235412597656,0.625,10
84.06805992126465,0.21875,10
36.303043365478516,0.203125,10
87.80026435852051,0.9375,10
49.53312873840332,0.51171875,10
19.53721046447754,0.0,10
41.15486145019531,0.3203125,10
70.57929039001465,8.63671875,1
71.57731056213379,8.640625,2
20.769119262695312,0.19921875,2
67.66772270202637,8.6640625,3
19.946813583374023,0.1328125,3
93.28842163085938,11.640625,3
66.79987907409668,8.66796875,4
18.91779899597168,0.69921875,4
35.1862907409668,0.1875,4
38.13505172729492,0.56640625,4
70.93191146850586,8.5703125,5
44.67606544494629,0.68359375,5
26.332855224609375,0.2109375,5
185.12511253356934,20.3125,5
164.53075408935547,20.12109375,5
75.01482963562012,8.61328125,6
19.631147384643555,0.1328125,6
31.462430953979492,0.21875,6
120.69272994995117,10.62109375,6
24.890899658203125,0.0,6
20.9808349609375,0.0,6
72.01218605041504,8.72265625,7
32.982587814331055,0.66796875,7
323.2746124267578,26.75,7
18.458127975463867,0.109375,7
385.16926765441895,31.01953125,7
761.7828845977783,26.7421875,7
416.8522357940674,35.05859375,7
66.41745567321777,8.6171875,8
25.614023208618164,0.21484375,8
25.806903839111328,0.43359375,8
113.41047286987305,16.59765625,8
73.44508171081543,5.59765625,8
676.5396595001221,19.8984375,8
23.287534713745117,0.21484375,8
31.565189361572266,0.23828125,8
67.77381896972656,8.60546875,9
26.40080451965332,0.12890625,9
138.54122161865234,1.11328125,9
30.65180778503418,0.50390625,9
103.66058349609375,0.38671875,9
46.6616153717041,0.38671875,9
50.13704299926758,0.22265625,9
29.35957908630371,0.46875,9
30.903100967407227,0.0,9
70.75214385986328,8.6171875,10
20.71070671081543,0.55859375,10
35.187721252441406,0.36328125,10
42.43898391723633,0.65234375,10
247.39384651184082,11.66015625,10
113.91878128051758,5.69140625,10
36.435604095458984,0.05859375,10
