container_name,exec_time(ms),queue_time(ms)
musing_aryabhata,20540.424346923828,0
musing_aryabhata,19415.635347366333,0
musing_aryabhata,20554.826259613037,0
musing_aryabhata,20225.25668144226,0
musing_aryabhata,20160.829782485962,0
musing_aryabhata,20711.97009086609,0
musing_aryabhata,21283.459186553955,0
musing_aryabhata,20523.660898208618,0
musing_aryabhata,20137.80379295349,0
musing_aryabhata,20431.593418121338,0
musing_aryabhata,20343.305110931396,0
musing_aryabhata,21421.91505432129,0
musing_aryabhata,21074.508666992188,0
musing_aryabhata,20194.345474243164,0
musing_aryabhata,20327.181816101074,0
musing_aryabhata,20394.968271255493,0
musing_aryabhata,19058.613538742065,0
musing_aryabhata,20488.72184753418,0
musing_aryabhata,20443.23992729187,0
musing_aryabhata,19729.30097579956,0
musing_aryabhata,19959.376096725464,0
musing_aryabhata,20134.172677993774,0
musing_aryabhata,20403.297185897827,0
musing_aryabhata,19281.404972076416,0
musing_aryabhata,19088.65976333618,0
musing_aryabhata,20227.24437713623,0
musing_aryabhata,19269.00339126587,0
musing_aryabhata,19324.778079986572,0
musing_aryabhata,20571.557760238647,0
musing_aryabhata,18873.639345169067,0
musing_aryabhata,20593.960523605347,0
musing_aryabhata,20192.15989112854,0
musing_aryabhata,20478.907585144043,0
musing_aryabhata,20336.13610267639,0
musing_aryabhata,21586.63249015808,0
musing_aryabhata,19074.504613876343,0
musing_aryabhata,20477.267742156982,0
musing_aryabhata,20920.496225357056,0
musing_aryabhata,20131.40630722046,0
musing_aryabhata,20215.040683746338,0
musing_aryabhata,21137.566089630127,0
musing_aryabhata,20619.038343429565,0
musing_aryabhata,18641.14785194397,0
musing_aryabhata,15343.806505203247,0
musing_aryabhata,20398.06056022644,0
musing_aryabhata,20181.83135986328,0
musing_aryabhata,18018.778085708618,0
musing_aryabhata,19422.188997268677,0
musing_aryabhata,20251.502513885498,0
musing_aryabhata,20714.560508728027,0
musing_aryabhata,19770.26891708374,0
musing_aryabhata,20531.05616569519,0
musing_aryabhata,19989.417791366577,0
musing_aryabhata,20685.516834259033,0
musing_aryabhata,21000.00500679016,0
musing_aryabhata,21190.950870513916,0
musing_aryabhata,19658.671379089355,0
musing_aryabhata,20805.14883995056,0
musing_aryabhata,20290.41290283203,0
musing_aryabhata,19637.184858322144,0
musing_aryabhata,16659.77716445923,0
musing_aryabhata,20523.014068603516,0
musing_aryabhata,20245.80979347229,0
musing_aryabhata,19791.361331939697,0
musing_aryabhata,19766.343355178833,0
musing_aryabhata,19961.424112319946,0
musing_aryabhata,20294.270515441895,0
musing_aryabhata,13304.303884506226,0
musing_aryabhata,20411.369562149048,0
musing_aryabhata,18895.843982696533,0
musing_aryabhata,20524.380922317505,0
musing_aryabhata,20075.139045715332,0
musing_aryabhata,17443.52650642395,0
musing_aryabhata,21108.28971862793,0
musing_aryabhata,20268.105506896973,0
musing_aryabhata,17061.023712158203,0
musing_aryabhata,17744.64225769043,0
musing_aryabhata,20357.139348983765,0
musing_aryabhata,19023.0553150177,0
musing_aryabhata,7453.724145889282,0
musing_aryabhata,16986.69385910034,0
musing_aryabhata,20040.86184501648,0
musing_aryabhata,18025.230884552002,0
musing_aryabhata,19520.995378494263,0
musing_aryabhata,20070.82486152649,0
musing_aryabhata,18731.513500213623,0
musing_aryabhata,19936.529636383057,0
musing_aryabhata,14913.343906402588,0
musing_aryabhata,17913.822650909424,0
musing_aryabhata,20379.539728164673,0
musing_aryabhata,19539.09969329834,0
musing_aryabhata,17940.35840034485,0
musing_aryabhata,19187.37769126892,0
musing_aryabhata,6853.392839431763,0
musing_aryabhata,20245.827436447144,0
musing_aryabhata,20521.756172180176,0
musing_aryabhata,20227.2469997406,0
musing_aryabhata,19924.386501312256,0
musing_aryabhata,20017.208576202393,0
musing_aryabhata,20395.731449127197,0
musing_aryabhata,18408.49256515503,0
musing_aryabhata,20462.9545211792,0
musing_aryabhata,16655.766248703003,0
musing_aryabhata,16710.86883544922,0
musing_aryabhata,15838.378190994263,0
musing_aryabhata,20457.832098007202,0
musing_aryabhata,20714.557886123657,0
musing_aryabhata,17160.118341445923,0
musing_aryabhata,20421.193599700928,0
musing_aryabhata,20180.148124694824,0
musing_aryabhata,17653.08427810669,0
musing_aryabhata,19593.412399291992,0
musing_aryabhata,18949.617862701416,0
musing_aryabhata,19103.341579437256,0
musing_aryabhata,16023.378372192383,0
musing_aryabhata,20618.746995925903,0
musing_aryabhata,19002.77304649353,0
musing_aryabhata,19859.14373397827,0
musing_aryabhata,19521.451473236084,0
musing_aryabhata,20156.147003173828,0
musing_aryabhata,18981.210947036743,0
musing_aryabhata,20184.442043304443,0
musing_aryabhata,20218.727588653564,0
musing_aryabhata,21660.180807113647,0
musing_aryabhata,20260.098218917847,0
musing_aryabhata,19511.170864105225,0
musing_aryabhata,18903.955221176147,0
musing_aryabhata,20338.42945098877,0
musing_aryabhata,20562.485694885254,0
musing_aryabhata,19687.875986099243,0
musing_aryabhata,20235.729694366455,0
musing_aryabhata,20729.180335998535,0
musing_aryabhata,20607.72466659546,0
musing_aryabhata,19638.086318969727,0
musing_aryabhata,20259.560585021973,0
musing_aryabhata,20455.633401870728,0
musing_aryabhata,20082.993984222412,0
musing_aryabhata,20275.994777679443,0
musing_aryabhata,19339.771270751953,0
musing_aryabhata,20462.06259727478,0
musing_aryabhata,18805.40633201599,0
musing_aryabhata,18406.984567642212,0
musing_aryabhata,16783.87212753296,0
musing_aryabhata,20236.40275001526,0
musing_aryabhata,20468.38617324829,0
musing_aryabhata,20118.67046356201,0
musing_aryabhata,20492.093086242676,0
musing_aryabhata,20444.12350654602,0
musing_aryabhata,19103.99627685547,0
musing_aryabhata,20478.66654396057,0
musing_aryabhata,18716.94588661194,0
musing_aryabhata,19824.462175369263,0
musing_aryabhata,20325.64425468445,0
musing_aryabhata,14466.322660446167,0
musing_aryabhata,20364.144563674927,0
musing_aryabhata,20037.498474121094,0
musing_aryabhata,20738.699197769165,0
musing_aryabhata,17248.24833869934,0
musing_aryabhata,16856.597185134888,0
musing_aryabhata,20488.508224487305,0
musing_aryabhata,20180.088758468628,0
musing_aryabhata,19494.51208114624,0
musing_aryabhata,20909.03615951538,0
musing_aryabhata,16919.776916503906,0
musing_aryabhata,20346.907377243042,0
musing_aryabhata,19164.662837982178,0
musing_aryabhata,4859.298944473267,0
musing_aryabhata,16817.98005104065,0
musing_aryabhata,19976.161003112793,0
musing_aryabhata,20836.68303489685,0
musing_aryabhata,20276.055335998535,0
musing_aryabhata,20289.889574050903,0
musing_aryabhata,19448.30846786499,0
musing_aryabhata,20383.342504501343,0
musing_aryabhata,19962.38088607788,0
musing_aryabhata,20941.47229194641,0
musing_aryabhata,20583.942651748657,0
musing_aryabhata,20204.168796539307,0
musing_aryabhata,21403.61714363098,0
musing_aryabhata,19419.129371643066,0
musing_aryabhata,20492.45810508728,0
musing_aryabhata,20139.70685005188,0
musing_aryabhata,20279.23321723938,0
musing_aryabhata,20282.4923992157,0
musing_aryabhata,20246.93751335144,0
musing_aryabhata,20155.784606933594,0
musing_aryabhata,20398.003339767456,0
musing_aryabhata,19956.120014190674,0
musing_aryabhata,19273.97060394287,0
musing_aryabhata,19962.62264251709,0
musing_aryabhata,19246.662139892578,0
musing_aryabhata,19075.901746749878,0
musing_aryabhata,20024.174213409424,0
musing_aryabhata,20219.8166847229,0
musing_aryabhata,20333.653688430786,0
musing_aryabhata,20862.969398498535,0
musing_aryabhata,20027.560710906982,0
musing_aryabhata,19767.84920692444,0
musing_aryabhata,20520.90072631836,0
musing_aryabhata,19369.836807250977,0
musing_aryabhata,21564.464569091797,0
musing_aryabhata,20406.73518180847,0
musing_aryabhata,20437.05654144287,0
musing_aryabhata,18517.775058746338,0
musing_aryabhata,19914.981842041016,0
musing_aryabhata,20013.741493225098,0
musing_aryabhata,19930.145502090454,0
musing_aryabhata,20012.12787628174,0
musing_aryabhata,19531.83650970459,0
musing_aryabhata,20211.64083480835,0
musing_aryabhata,19598.759412765503,0
musing_aryabhata,18227.75650024414,0
musing_aryabhata,20555.992126464844,0
musing_aryabhata,20832.523822784424,0
musing_aryabhata,20318.76254081726,0
musing_aryabhata,20087.125539779663,0
musing_aryabhata,20202.83579826355,0
musing_aryabhata,21042.394638061523,0
musing_aryabhata,20499.225616455078,0
musing_aryabhata,20458.2998752594,0
musing_aryabhata,17343.067407608032,0
musing_aryabhata,20102.524280548096,0
musing_aryabhata,21824.467182159424,0
musing_aryabhata,20470.61324119568,0
musing_aryabhata,19183.080434799194,0
musing_aryabhata,20104.641437530518,0
musing_aryabhata,19528.977870941162,0
musing_aryabhata,20803.13491821289,0
musing_aryabhata,20383.87656211853,0
musing_aryabhata,19549.264669418335,0
musing_aryabhata,19825.437784194946,0
musing_aryabhata,20723.169088363647,0
musing_aryabhata,20722.079277038574,0
musing_aryabhata,19326.830863952637,0
musing_aryabhata,21786.237478256226,0
musing_aryabhata,20527.357578277588,0
musing_aryabhata,20405.780792236328,0
musing_aryabhata,21136.565446853638,0
musing_aryabhata,20476.393461227417,0
musing_aryabhata,19829.01883125305,0
musing_aryabhata,9977.662324905396,0
musing_aryabhata,18636.594772338867,0
musing_aryabhata,19968.92237663269,0
musing_aryabhata,15238.70301246643,0
musing_aryabhata,14567.134141921997,0
musing_aryabhata,20429.080963134766,0
musing_aryabhata,19982.929706573486,0
musing_aryabhata,20916.664600372314,0
musing_aryabhata,19206.088542938232,0
musing_aryabhata,20806.13136291504,0
musing_aryabhata,20077.917337417603,0
musing_aryabhata,20804.948091506958,0
musing_aryabhata,16773.329496383667,0
musing_aryabhata,20328.609228134155,0
musing_aryabhata,20341.026306152344,0
musing_aryabhata,20354.413986206055,0
musing_aryabhata,16616.339206695557,0
musing_aryabhata,20472.13864326477,0
musing_aryabhata,20573.800325393677,0
musing_aryabhata,15248.313903808594,0
musing_aryabhata,21271.90637588501,0
musing_aryabhata,20461.629629135132,0
musing_aryabhata,21309.814453125,0
musing_aryabhata,19784.77907180786,0
musing_aryabhata,19286.06367111206,0
musing_aryabhata,21632.38573074341,0
musing_aryabhata,20576.36070251465,0
musing_aryabhata,20329.670429229736,0
musing_aryabhata,20927.908897399902,0
musing_aryabhata,20583.316564559937,0
musing_aryabhata,20512.19367980957,0
musing_aryabhata,16731.641054153442,0
musing_aryabhata,18188.83180618286,0
musing_aryabhata,20266.772508621216,0
musing_aryabhata,19140.94877243042,0
musing_aryabhata,19763.298749923706,0
musing_aryabhata,21284.260988235474,0
musing_aryabhata,20135.385751724243,0
musing_aryabhata,15718.912839889526,0
musing_aryabhata,19140.07043838501,0
musing_aryabhata,19984.545946121216,0
musing_aryabhata,20505.70774078369,0
musing_aryabhata,17129.782915115356,0
musing_aryabhata,20357.38205909729,0
musing_aryabhata,20678.84111404419,0
musing_aryabhata,19367.070198059082,0
musing_aryabhata,20822.879552841187,0
musing_aryabhata,19161.911249160767,0
musing_aryabhata,20012.322187423706,0
musing_aryabhata,20199.493408203125,0
musing_aryabhata,20125.256776809692,0
musing_aryabhata,19352.540493011475,0
musing_aryabhata,20899.2121219635,0
musing_aryabhata,21088.923931121826,0
musing_aryabhata,17502.669095993042,0
musing_aryabhata,20479.122161865234,0
musing_aryabhata,20271.4684009552,0
musing_aryabhata,17182.061433792114,0
musing_aryabhata,20455.800533294678,0
musing_aryabhata,18103.530406951904,0
musing_aryabhata,20492.05493927002,0
musing_aryabhata,19522.494554519653,0
musing_aryabhata,21390.949726104736,0
musing_aryabhata,18117.30194091797,0
musing_aryabhata,21704.597234725952,0
musing_aryabhata,20049.21245574951,0
musing_aryabhata,20888.235807418823,0
musing_aryabhata,19957.071542739868,0
musing_aryabhata,16194.129467010498,0
musing_aryabhata,21395.52140235901,0
musing_aryabhata,19573.931455612183,0
musing_aryabhata,20720.887660980225,0
musing_aryabhata,20506.824254989624,0
musing_aryabhata,20239.79616165161,0
musing_aryabhata,20124.58062171936,0
musing_aryabhata,20764.59312438965,0
musing_aryabhata,19588.337421417236,0
musing_aryabhata,18877.270936965942,0
musing_aryabhata,20585.936307907104,0
musing_aryabhata,19254.798889160156,0
