container_name,exec_time(ms),queue_time(ms)
sweet_robinson,11919.228076934814,0
sweet_robinson,2375.906229019165,13042
gallant_mendel,13710.66665649414,0
relaxed_stonebraker,12371.175527572632,0
relaxed_stonebraker,2710.9315395355225,12850
pedantic_rubin,14100.362777709961,0
xenodochial_gauss,14041.817903518677,0
wonderful_chatterjee,17876.136541366577,0
friendly_kapitsa,17787.52899169922,0
elated_neumann,19253.907442092896,37
crazy_black,20583.70065689087,1
loving_taussig,21819.327354431152,0
sleepy_fermi,21871.187925338745,0
pedantic_elion,21889.01948928833,0
kind_ganguly,23107.622385025024,0
confident_tesla,22720.27015686035,0
modest_hermann,22523.093700408936,7
elated_brattain,23099.35164451599,0
cranky_allen,23418.683528900146,0
amazing_elgamal,24516.076803207397,0
trusting_bardeen,24607.053995132446,0
admiring_keller,24875.179290771484,0
jovial_wright,23867.809534072876,0
elastic_murdock,24887.101411819458,11
friendly_elgamal,25603.50513458252,0
eloquent_dijkstra,25059.54074859619,0
happy_hawking,25674.52621459961,0
strange_roentgen,8247.061729431152,0
strange_roentgen,23025.36964416504,8651
vigilant_grothendieck,26176.859378814697,0
angry_bhaskara,25200.03604888916,0
brave_dewdney,25758.750438690186,0
dazzling_ride,25540.695428848267,0
great_leakey,25598.090171813965,0
recursing_roentgen,24626.086235046387,0
stupefied_golick,26268.659353256226,0
hungry_fermat,25969.42162513733,0
charming_faraday,26395.921230316162,0
awesome_bhabha,27029.28900718689,0
peaceful_gagarin,26349.50876235962,0
peaceful_lamport,27049.04556274414,0
vigilant_pike,26037.792921066284,0
hopeful_goldwasser,26436.025619506836,0
magical_yalow,26662.580728530884,0
dazzling_mcclintock,27811.64002418518,0
vibrant_bose,26853.222608566284,0
relaxed_pascal,25572.23653793335,1
vigilant_dijkstra,26100.88276863098,1
lucid_carver,27095.369338989258,0
focused_bell,27842.972993850708,0
competent_galois,28204.999685287476,0
modest_shamir,27260.854482650757,0
silly_raman,27943.739414215088,0
frosty_sammet,8461.20309829712,0
frosty_sammet,23149.153232574463,9155
unruffled_ganguly,27003.37052345276,0
unruffled_brattain,28103.65653038025,0
admiring_roentgen,27393.90778541565,4
vigorous_mayer,27849.787950515747,0
angry_perlman,7781.710624694824,0
angry_perlman,23108.803272247314,8320
vigorous_raman,29144.801139831543,0
naughty_nightingale,29167.442083358765,0
blissful_hawking,27549.054622650146,0
interesting_hermann,29586.642026901245,0
sleepy_engelbart,29441.89190864563,0
dazzling_fermi,28816.502571105957,0
stupefied_turing,29514.363765716553,6
jovial_davinci,30348.052978515625,0
compassionate_kapitsa,30004.740238189697,0
gracious_booth,29490.739583969116,0
condescending_mayer,28849.063634872437,0
nervous_solomon,30566.599369049072,1
friendly_hofstadter,29319.692611694336,0
gifted_black,21974.758863449097,0
gifted_black,13929.832458496094,22850
silly_panini,17916.274547576904,0
silly_panini,16508.878231048584,19397
inspiring_snyder,30515.214681625366,0
trusting_proskuriakova,31258.732557296753,0
confident_shaw,21951.136350631714,0
confident_shaw,14144.882678985596,22370
awesome_goodall,31373.469352722168,0
crazy_murdock,27012.320518493652,0
crazy_murdock,9485.82649230957,27839
objective_lalande,30611.373901367188,0
objective_lalande,3592.0729637145996,31173
inspiring_germain,15011.869668960571,0
inspiring_germain,20489.86268043518,15579
happy_brown,9510.784149169922,0
happy_brown,25462.27979660034,10999
thirsty_heisenberg,25491.95623397827,0
thirsty_heisenberg,11483.039140701294,26174
bold_heisenberg,32306.208610534668,5
heuristic_cerf,13348.008394241333,0
heuristic_cerf,22478.28722000122,15467
gracious_lamarr,22638.87119293213,0
gracious_lamarr,13946.153402328491,23898
upbeat_diffie,17272.86124229431,0
upbeat_diffie,18499.555110931396,18334
focused_ellis,15165.892124176025,0
focused_ellis,22052.26182937622,15402
condescending_mccarthy,20629.37068939209,0
condescending_mccarthy,20138.29255104065,20827
priceless_meninsky,29921.318531036377,0
priceless_meninsky,4014.817237854004,31482
upbeat_hoover,20204.399585723877,0
upbeat_hoover,18347.703218460083,20299
festive_borg,26005.173206329346,0
festive_borg,13213.053941726685,26459
goofy_visvesvaraya,15520.070791244507,0
goofy_visvesvaraya,26505.334854125977,15798
stoic_roentgen,24872.308015823364,0
stoic_roentgen,10127.608299255371,26210
practical_fermat,24492.464065551758,0
practical_fermat,17082.99422264099,24828
vibrant_curran,21681.589365005493,0
vibrant_curran,17606.637716293335,22265
hardcore_cray,18293.445348739624,0
hardcore_cray,22311.40685081482,18845
sweet_poincare,17788.23471069336,0
sweet_poincare,20834.470987319946,18678
eager_kepler,25285.895109176636,0
eager_kepler,12165.333986282349,25543
eager_roentgen,13024.751424789429,0
eager_roentgen,24784.95168685913,14047
festive_chebyshev,19843.018293380737,0
festive_chebyshev,22668.879508972168,20175
stupefied_austin,20544.403314590454,0
stupefied_austin,19123.92020225525,22214
elastic_carver,22834.270238876343,0
elastic_carver,20468.252182006836,23023
wizardly_davinci,23976.250171661377,0
wizardly_davinci,18164.315462112427,24162
boring_shannon,20965.760469436646,1
