container_name,exec_time(ms),queue_time(ms)
sharp_brahmagupta,7976.737976074219,6
heuristic_wilson,6132.818698883057,0
suspicious_solomon,9651.789903640747,0
focused_villani,10045.841932296753,0
agitated_pike,10264.248371124268,0
objective_sutherland,9085.854530334473,94
vigorous_turing,9823.474884033203,0
dreamy_lewin,9640.461921691895,0
distracted_kirch,9839.518308639526,0
intelligent_mclean,11109.241485595703,0
fervent_payne,10535.783290863037,0
frosty_euclid,11031.269073486328,0
confident_poincare,10021.706104278564,0
suspicious_chatelet,9160.133361816406,0
quizzical_ishizaka,10896.006107330322,0
recursing_cray,9859.076261520386,151
stoic_bhaskara,10084.974527359009,0
awesome_moser,11291.95761680603,9
optimistic_swartz,9492.160081863403,0
gracious_visvesvaraya,11615.84210395813,0
bold_poitras,7708.003759384155,0
affectionate_germain,10869.560718536377,18
cool_bardeen,10495.298862457275,0
eloquent_heyrovsky,11944.411993026733,0
vigorous_mayer,9264.89543914795,0
awesome_elbakyan,10752.979755401611,0
upbeat_kepler,11191.585540771484,0
blissful_beaver,9962.984561920166,0
boring_robinson,9681.932926177979,9
determined_boyd,10553.125858306885,0
heuristic_euclid,12419.338464736938,1
relaxed_rosalind,12303.934097290039,0
hopeful_satoshi,9092.117547988892,0
nervous_joliot,9453.010082244873,4
hardcore_lichterman,11397.77684211731,0
angry_cerf,12464.246273040771,0
admiring_brown,12262.388229370117,0
serene_pare,11620.192527770996,0
elated_germain,11695.95193862915,0
sleepy_newton,12647.476196289062,0
interesting_beaver,10301.972389221191,0
elegant_shannon,9528.6865234375,0
xenodochial_volhard,12039.18194770813,0
jolly_banach,12880.436182022095,0
stoic_neumann,10644.626379013062,0
xenodochial_chatelet,10111.72866821289,0
festive_bardeen,11592.588663101196,0
eloquent_moser,10779.195785522461,0
romantic_heisenberg,12383.10694694519,0
epic_ramanujan,12300.228834152222,0
relaxed_heyrovsky,11336.149454116821,0
distracted_khorana,10375.715970993042,0
lucid_jepsen,10226.295948028564,0
recursing_roentgen,11903.89347076416,0
hardcore_buck,11313.519477844238,0
friendly_allen,11051.7737865448,71
adoring_almeida,13295.68099975586,1
quirky_mcnulty,11003.586530685425,0
pensive_nash,13001.876592636108,0
elastic_cartwright,13036.94772720337,0
trusting_allen,13226.721048355103,0
xenodochial_margulis,10663.079500198364,2
vigorous_wiles,13318.979024887085,0
dazzling_bhabha,13025.63500404358,0
ecstatic_rubin,11469.428777694702,0
relaxed_yonath,11779.32858467102,0
exciting_proskuriakova,11882.013082504272,0
cool_satoshi,13292.24705696106,0
festive_ptolemy,13455.692529678345,0
serene_fermat,12186.505556106567,0
naughty_brattain,10457.29112625122,0
mystifying_ritchie,11695.34158706665,0
frosty_maxwell,11421.180963516235,0
cool_cannon,10790.414094924927,0
upbeat_banach,12823.87399673462,0
interesting_rubin,10745.053052902222,0
stupefied_heisenberg,12762.24136352539,0
unruffled_morse,11000.821828842163,0
lucid_hofstadter,13537.06431388855,0
sweet_bose,10385.790586471558,0
friendly_satoshi,12294.370412826538,0
distracted_sutherland,11647.290468215942,0
bold_euclid5,10609.690427780151,0
dazzling_brown,10349.375486373901,0
jolly_kepler,11172.569751739502,0
confident_elgamal,13143.440246582031,0
sharp_banach,11629.054307937622,0
musing_brahmagupta,11146.928548812866,0
cranky_volhard,12811.065673828125,0
magical_sinoussi,11150.126457214355,0
elegant_greider,12635.116815567017,0
friendly_williams,11228.594779968262,0
relaxed_bartik,13531.798601150513,0
festive_agnesi,12312.846422195435,0
blissful_khorana,12566.197633743286,0
eloquent_booth,11854.406833648682,0
condescending_mirzakhani,10811.882019042969,0
dreamy_goldstine,11256.240844726562,0
great_spence,11032.8848361969,0
musing_shannon,10484.555006027222,0
frosty_mcnulty,13522.522926330566,0
clever_rosalind,12316.019058227539,0
eager_haibt,10641.573667526245,0
objective_golick,13859.833002090454,0
hardcore_dijkstra,12788.371801376343,0
cranky_hellman,10345.805883407593,0
focused_lumiere,11564.451932907104,0
great_colden,11872.079372406006,0
interesting_haslett,13999.440431594849,0
nervous_pare,12600.764274597168,32
wizardly_rosalind,11555.116653442383,0
zealous_elgamal,10819.904565811157,0
trusting_blackwell,11994.441270828247,0
interesting_lumiere,11306.472778320312,0
blissful_einstein,13146.39687538147,0
adoring_taussig,11488.704919815063,0
intelligent_ganguly,11920.79782485962,0
dazzling_heyrovsky,12552.039384841919,0
gallant_wu,12410.402297973633,0
brave_chaum,11175.092697143555,0
compassionate_shirley,10350.026845932007,0
nice_lovelace,13871.5181350708,0
clever_kepler,10901.00884437561,0
vibrant_kalam,13228.7118434906,0
modest_nash,12698.988676071167,0
vigilant_kepler,10500.62084197998,0
zen_moser,11315.05012512207,0
suspicious_booth,11078.104972839355,0
crazy_payne,11297.753095626831,0
friendly_volhard,12445.594310760498,0
magical_babbage,10917.189359664917,0
suspicious_shtern,11864.501476287842,0
goofy_williamson,11817.315578460693,0
hungry_mcnulty,10715.82818031311,0
unruffled_allen,11643.883228302002,114
vigorous_wu,11790.542602539062,0
focused_black,11535.92586517334,0
crazy_tu,10570.807933807373,0
festive_davinci,10716.736316680908,0
magical_moore,11184.86213684082,0
recursing_knuth,10929.764747619629,0
crazy_nobel,11227.059602737427,0
sweet_jemison,11297.95527458191,0
boring_chaum,11505.256414413452,0
stupefied_nightingale,11377.481460571289,0
xenodochial_hoover,11966.687202453613,0
zealous_burnell,11258.64577293396,0
priceless_mclean,11536.916971206665,0
brave_mirzakhani,11547.264099121094,1
mystifying_moser,13292.659759521484,0
charming_yonath,12336.398601531982,0
funny_hugle,11894.04582977295,0
gifted_hoover,10772.085905075073,0
cranky_lovelace,11033.25891494751,0
wizardly_mcclintock,11061.700582504272,0
reverent_zhukovsky,11079.383611679077,1
sharp_wilbur,10822.09300994873,0
zen_kowalevski,11326.507329940796,0
interesting_lehmann,12287.121295928955,0
xenodochial_buck,11044.610023498535,0
