container_name,hits,invos,hit_rate,total_cached_keys,total_num_eviction
condescending_haibt,888,975,0.9107692307692308,107,78
elated_lumiere,821,917,0.8953107960741549,118,92
ecstatic_brattain,43,47,0.9148936170212766,13,3
