container_name,hits,invos,hit_rate,total_cached_keys,total_num_eviction
thirsty_wescoff,3,7,0.42857142857142855,15,3
unruffled_kilby,942,1024,0.919921875,104,74
exciting_bhabha,824,906,0.9094922737306843,102,87
